city,city_raw,condition_id,question,target_date,fetched_at,days_ahead,forecast_mu,forecast_sigma,forecast_nu,sigma_boost,sigma_source,forecast_prob,market_prob,market_prob_raw,edge,abs_edge,bet_side,our_prob,their_prob,ema_momentum,total_drift,last_delta,forecast_var,volume_recency,market_mkt_mom,hours_since_move,is_stale,pmf_consistency,pmf_sum_dev,liquidity,volume_24h,n_exact_bins,market_mode_c,mode_shift_c,alpha_score,kelly,ev_per_dollar,group_key,bin_temp_c
London,london,0x2eaa241abcd2019db4f3e6f84c084c1c82a7c6800bc090de4144a1a35a170109,Will the highest temperature in London be 16°C on March 19?,2026-03-19,2026-03-18 18:02:05.763628+00:00,0.25,16.1,0.713,12.0,0.013,nwp_table,0.4992,0.5964,0.32,0.1792,0.1792,Yes,0.4992,0.32,-0.0719,-0.2,0.0,0.0136,0.646,0.0,0.0,False,1.0,0.4885,1023.7898,5454.853949000004,3,16.0,0.1,0.226428,0.06588235294117646,0.56,london|2026-03-19,16.1
London,london,0x5b9918299b1321788cde08a892254ca8eafaf3b924eb1f8eb85e6fa66ebcd238,Will the highest temperature in London be 18°C on March 19?,2026-03-19,2026-03-18 18:02:05.763628+00:00,0.25,16.1,0.713,12.0,0.013,nwp_table,0.0338,0.2171,0.1165,-0.0827,0.0827,No,0.9662,0.8835,-0.0719,-0.2,0.0,0.0136,0.753,0.0,0.0,False,1.0,0.4885,944.44244,6552.683239999995,3,16.0,0.1,0.113747,0.12,0.0936,london|2026-03-19,16.1
London,london,0xffb186cb586f2e2d6ae889e15ee417d6ef995820360c472fea6e399967817fab,Will the highest temperature in London be 15°C on March 19?,2026-03-19,2026-03-18 18:02:05.763628+00:00,0.25,16.1,0.713,12.0,0.013,nwp_table,0.186,0.1398,0.075,0.111,0.111,Yes,0.186,0.075,-0.0719,-0.2,0.0,0.0136,0.711,0.0,0.0,False,1.0,0.4885,939.0268,6750.580602,3,16.0,0.1,0.152557,0.03,1.4803,london|2026-03-19,16.1
London,london,0x2eaa241abcd2019db4f3e6f84c084c1c82a7c6800bc090de4144a1a35a170109,Will the highest temperature in London be 16°C on March 19?,2026-03-19,2026-03-18 18:15:37.104179+00:00,0.24,16.4,0.712,12.0,0.012,nwp_table,0.4396,0.603,0.305,0.1346,0.1346,Yes,0.4396,0.305,0.1141,0.1,0.3,0.0133,0.643,-0.015,0.0,False,1.0,0.5105,901.0083,5433.603949000004,3,16.0,0.4,0.171037,0.04841726618705037,0.4412,london|2026-03-19,16.4
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-19 18:02:16.066751+00:00,0.25,15.2,0.719,12.0,0.019,nwp_table,0.2941,0.2734,0.054,0.2401,0.2401,Yes,0.2941,0.054,-0.2188,1.1,-0.4,0.7269,0.679,-0.141,0.0,False,0.9925,0.8175,1229.97186,4835.203302,4,13.0,2.2,0.331529,0.06345137420718816,4.4459,london|2026-03-20,15.2
London,london,0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,Will the highest temperature in London be 13°C on March 20?,2026-03-20,2026-03-19 18:02:16.066751+00:00,0.25,15.2,0.719,12.0,0.019,nwp_table,0.0165,0.6329,0.125,-0.1085,0.1085,No,0.9835,0.875,-0.2188,1.1,-0.4,0.7269,0.799,0.03,0.0,False,0.9925,0.8175,1316.326,6304.0340300000025,4,13.0,2.2,0.211577,0.12,0.124,london|2026-03-20,15.2
London,london,0x8275cd63ad18328ca4a25420445fcaf3482ae376284a19a9a866a79edc0eb098,Will the highest temperature in London be 14°C on March 20?,2026-03-20,2026-03-20 06:02:03.074788+00:00,0.0,15.4,0.716,12.0,0.016,nwp_table,0.1058,0.3537,0.45,-0.3442,0.3442,No,0.8942,0.55,-0.0094,1.3,0.2,0.7141,0.732,0.2,0.0,False,1.0,0.1735,808.4452,7049.310672,3,14.0,1.4,0.565157,0.12,0.6258,london|2026-03-20,15.4
London,london,0xbc240fc45c39e81e80505f8662385e0414a822bac1e013e5e519de5e1662f541,Will the highest temperature in London be 10°C on March 25?,2026-03-25,2026-03-22 18:02:05.593854+00:00,2.25,9.7,1.6,6.5,0.0,nwp_table,0.2311,0.85,0.35,-0.1189,0.1189,No,0.7689,0.65,-0.3077,3.7,-0.8,4.4674,0.734,0.0,0.0,False,0.961,0.6455,641.0968,579.070071,2,10.0,-0.3,0.037262,0.08492857142857142,0.183,london|2026-03-25,9.7
London,london,0x85bf02432534e67d89203883fab330b10859a48d6bb1c84e5cc7abf48fa58c8c,Will the highest temperature in London be 8°C on March 25?,2026-03-25,2026-03-24 18:02:05.558399+00:00,0.25,8.9,0.7,12.0,0.0,nwp_table,0.2548,0.7327,0.1,0.1548,0.1548,Yes,0.2548,0.1,-0.3385,2.9,-0.4,3.9358,0.852,0.0,0.0,False,0.999,0.866,697.9919,8390.813411000003,3,8.0,0.9,0.129854,0.043000000000000003,1.548,london|2026-03-25,8.9
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-17 22:28:14.280515+00:00,2.06,14.1,1.616,6.5,0.016,nwp_table,0.1164,0.2694,0.195,-0.0786,0.0786,No,0.8836,0.805,0.0,0.0,0.0,0.0,0.744,0.0,0.0,False,1.0,0.3465,1259.0375,598.369981,5,15.0,-0.9,0.031038,0.10076923076923078,0.0976,london|2026-03-20,14.1
London,london,0x41bc8d9e5cc22058f35cda764de3554de98fbfd03f7ae87109707a67e1c65a9b,Will the highest temperature in London be 16°C on March 20?,2026-03-20,2026-03-17 23:20:41.011063+00:00,2.03,14.1,1.616,6.5,0.016,nwp_table,0.1164,0.2814,0.21,-0.0936,0.0936,No,0.8836,0.79,0.0,0.0,0.0,0.0,0.746,0.015,0.0,False,1.0,0.324,1067.7867,607.404544,5,15.0,-0.9,0.036263,0.11142857142857145,0.1185,london|2026-03-20,14.1
London,london,0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,Will the highest temperature in London be 13°C on March 20?,2026-03-20,2026-03-18 08:07:51.793308+00:00,1.66,14.1,1.2,8.0,0.0,nwp_table,0.2057,0.2017,0.095,0.1107,0.1107,Yes,0.2057,0.095,0.0,0.0,0.0,0.0,0.721,0.0,0.0,False,0.96,0.6,1715.1824,643.1455679999999,3,14.0,0.1,0.05971,0.03058011049723757,1.1653,london|2026-03-20,14.1
London,london,0xf6a0cfe4bd8d2b3cf3b476ad5efaf7599e3d3379001ab25b2cbb43ae06354f7a,Will the highest temperature in London be 15°C on March 24?,2026-03-24,2026-03-22 06:02:05.981497+00:00,1.75,13.8,1.2,8.0,0.0,nwp_table,0.1907,0.4896,0.345,-0.1543,0.1543,No,0.8093,0.655,-0.1537,2.8,0.0,4.0626,0.695,0.105,0.0,False,0.997,0.3005,931.1334,522.92219,4,15.0,-1.2,0.051276,0.11181159420289856,0.2356,london|2026-03-24,13.8
London,london,0x6e5e5cca4f4f55d2554baa134176745287d3c95a3a861ad8ff763d5d4c19346b,Will the highest temperature in London be 13°C on March 23?,2026-03-23,2026-03-21 06:02:02.529362+00:00,1.75,14.4,1.2,8.0,0.0,nwp_table,0.1614,0.4228,0.285,-0.1236,0.1236,No,0.8386,0.715,0.2578,1.0,0.0,1.3439,0.676,0.0,0.0,False,1.0,0.461,903.831,454.187139,3,13.0,1.4,0.048299,0.108421052631579,0.1729,london|2026-03-23,14.4
London,london,0xef8436832e2e9beee6be2d363f201048b59f5777de734960aaa8f7d3f65303f0,Will the highest temperature in London be 15°C on March 23?,2026-03-23,2026-03-21 06:02:02.529362+00:00,1.75,14.4,1.2,8.0,0.0,nwp_table,0.2748,0.2373,0.16,0.1148,0.1148,Yes,0.2748,0.16,0.2578,1.0,0.0,1.3439,0.509,0.0,0.0,False,1.0,0.461,1612.7127,373.65711099999993,3,13.0,1.4,0.061508,0.03416666666666666,0.7172,london|2026-03-23,14.4
London,london,0x6e5e5cca4f4f55d2554baa134176745287d3c95a3a861ad8ff763d5d4c19346b,Will the highest temperature in London be 13°C on March 23?,2026-03-23,2026-03-21 12:02:04.116749+00:00,1.5,13.0,1.2,8.0,0.0,nwp_table,0.3121,0.1953,0.24,0.0721,0.0721,Yes,0.3121,0.24,-0.5711,-0.4,-1.4,1.265,0.536,-0.045,0.0,False,1.0,0.125,1205.0087,423.177079,4,14.0,-1.0,0.024527,0.0237171052631579,0.3005,london|2026-03-23,13.0
London,london,0x7f0e782e2f60487fc53495a769f4559de745b5175113b8ffd197d038d170167e,Will the highest temperature in London be 14°C on March 23?,2026-03-23,2026-03-21 12:02:04.116749+00:00,1.5,13.0,1.2,8.0,0.0,nwp_table,0.2206,0.3134,0.385,-0.1644,0.1644,No,0.7794,0.615,-0.5711,-0.4,-1.4,1.265,0.48,0.0,0.0,False,1.0,0.125,690.7764,340.721711,4,14.0,-1.0,0.07283,0.10675324675324674,0.2673,london|2026-03-23,13.0
London,london,0xef8436832e2e9beee6be2d363f201048b59f5777de734960aaa8f7d3f65303f0,Will the highest temperature in London be 15°C on March 23?,2026-03-23,2026-03-21 12:02:04.116749+00:00,1.5,13.0,1.2,8.0,0.0,nwp_table,0.0879,0.1424,0.175,-0.0871,0.0871,No,0.9121,0.825,-0.5711,-0.4,-1.4,1.265,0.432,0.015,0.0,False,1.0,0.125,1217.0699,429.9453410000001,4,14.0,-1.0,0.041535,0.12,0.1055,london|2026-03-23,13.0
London,london,0x6d1f9e37369ee78988bf40e03375ba33bf151ebc65fb3af66c6056b895b3d21a,Will the highest temperature in London be 16°C on March 21?,2026-03-21,2026-03-18 08:07:51.793350+00:00,2.66,13.8,1.603,6.5,0.003,nwp_table,0.0937,0.7227,0.17,-0.0763,0.0763,No,0.9063,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,0.9625,0.8095,1240.6928,715.321334,2,16.0,-2.2,0.026995,0.11220588235294124,0.0919,london|2026-03-21,13.8
London,london,0xef8436832e2e9beee6be2d363f201048b59f5777de734960aaa8f7d3f65303f0,Will the highest temperature in London be 15°C on March 23?,2026-03-23,2026-03-22 18:02:05.593887+00:00,0.25,15.6,0.722,12.0,0.022,nwp_table,0.3693,0.5081,0.61,-0.2407,0.2407,No,0.6307,0.39,0.3081,2.2,0.0,1.7448,0.803,0.45,0.0,False,1.0,0.354,777.5455,5476.224660000003,2,15.0,0.6,0.252396,0.09864754098360656,0.6172,london|2026-03-23,15.6
London,london,0xa0d3400eff3e3522ce4c245f38c25fab62f20af5e002d75bccc54148ec16abdf,Will the highest temperature in London be 10°C on March 28?,2026-03-28,2026-03-24 12:02:06.135865+00:00,3.5,10.6,2.0,5.5,0.0,nwp_table,0.179,0.261,0.29,-0.111,0.111,No,0.821,0.71,0.2526,3.4,0.7,2.8637,1.0,0.0,0.0,False,1.0,0.71,679.9419,8.030301999999999,1,10.0,0.6,0.020475,0.09568965517241378,0.1564,london|2026-03-28,10.6
London,london,0xefd52dde22ac9cc606f858b2ee97e3dbe85ed03b11f4f113ca5be139403cbc92,Will the highest temperature in London be 17°C or higher on March 22?,2026-03-22,2026-03-18 18:02:05.763664+00:00,3.25,11.6,2.0,5.5,0.0,nwp_table,0.0267,0.115,0.115,-0.0883,0.0883,No,0.9733,0.885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,0.0,0.984,1295.7707,734.388413,1,9.0,2.6,0.026473,0.12,0.0997,london|2026-03-22,11.6
NYC,new_york_city,0x5ebf36a9f0940db7dd3d154d01eb05a6f4ec3fc9906a894d6fadb3c4228dedeb,Will the highest temperature in New York City be 43°F or below on March 20?,2026-03-20,2026-03-17 23:12:55.816864+00:00,2.03,8.9,1.6,6.5,0.0,nwp_table,0.0994,0.0225,0.0225,0.0769,0.0769,Yes,0.0994,0.0225,0.0,0.0,0.0,0.0,0.942,0.0,0.0,False,0.0,1.0,1966.36237,874.797605,0,8.9,0.0,0.036024,0.019667519181585682,3.4183,new_york_city|2026-03-20,8.9
NYC,new_york_city,0x5ebf36a9f0940db7dd3d154d01eb05a6f4ec3fc9906a894d6fadb3c4228dedeb,Will the highest temperature in New York City be 43°F or below on March 20?,2026-03-20,2026-03-17 23:23:10.478340+00:00,2.03,8.9,1.6,6.5,0.0,nwp_table,0.0994,0.0235,0.0235,0.0759,0.0759,Yes,0.0994,0.0235,0.0,0.0,0.0,0.0,0.942,0.001,0.17,False,0.0,1.0,1952.98608,874.797605,0,8.9,0.0,0.035525,0.019431643625192015,3.2303,new_york_city|2026-03-20,8.9
NYC,new_york_city,0xaae908989f25e34d9b6c5605f239f4009bf10be1526a98a8160af42237397ab0,Will the highest temperature in New York City be 53°F or below on March 22?,2026-03-22,2026-03-20 12:04:34.769979+00:00,1.5,15.8,1.216,8.0,0.016,nwp_table,0.0087,0.155,0.155,-0.1463,0.1463,No,0.9913,0.845,2.1785,-2.1,5.7,12.2376,0.722,0.0,0.0,False,0.0,1.0,2747.3667,5794.203408999999,0,15.8,0.0,0.054203,0.12,0.1731,new_york_city|2026-03-22,15.8
NYC,new_york_city,0xaae908989f25e34d9b6c5605f239f4009bf10be1526a98a8160af42237397ab0,Will the highest temperature in New York City be 53°F or below on March 22?,2026-03-22,2026-03-20 18:04:36.782658+00:00,1.25,17.8,1.363,8.0,0.163,nwp_table,0.0016,0.085,0.085,-0.0834,0.0834,No,0.9984,0.915,2.0893,-0.1,2.0,12.2161,0.592,-0.07,0.0,False,0.0,1.0,2359.2368,5497.475722,0,17.8,0.0,0.031511,0.12,0.0911,new_york_city|2026-03-22,17.8
Seoul,seoul,0x8a42c1bfe23433c5fbbe638baf4c6d1958daf763c1b58a00ba1e2844bc540e0f,Will the highest temperature in Seoul be 15°C or higher on March 25?,2026-03-25,2026-03-22 06:01:05.192832+00:00,2.75,17.7,1.834,6.5,0.234,nwp_table,0.9361,0.385,0.385,0.5511,0.5511,Yes,0.9361,0.385,-0.0161,0.4,-0.1,0.9607,1.0,0.0,0.0,False,0.0,0.9935,756.775,712.57423,2,6.0,11.7,0.160713,0.12,1.4314,seoul|2026-03-25,17.7
Seoul,seoul,0x93da0611fd106aae122a4f39d361df21be52bb55a086198b23dd954ceba615d8,Will the highest temperature in Seoul be 12°C on March 27?,2026-03-27,2026-03-24 12:01:05.388659+00:00,2.5,18.1,1.797,6.5,0.197,nwp_table,0.0048,0.1546,0.11,-0.1052,0.1052,No,0.9952,0.89,-1.0099,3.7,-2.7,4.7914,0.963,0.0,0.0,False,0.858,0.5725,808.3435,779.089984,5,13.0,5.1,0.030822,0.12,0.1182,seoul|2026-03-27,18.1
Seoul,seoul,0xe3772068415b24ed16fe1625b25424a4cbcda51acb301e919fdc2c7157ac6e95,Will the highest temperature in Seoul be 11°C on March 27?,2026-03-27,2026-03-24 12:01:05.388659+00:00,2.5,18.1,1.797,6.5,0.197,nwp_table,0.0022,0.1757,0.125,-0.1228,0.1228,No,0.9978,0.875,-1.0099,3.7,-2.7,4.7914,0.956,0.0,0.0,False,0.858,0.5725,1378.0851,658.9096259999999,5,13.0,5.1,0.038551,0.12,0.1403,seoul|2026-03-27,18.1
Seoul,seoul,0xf2df0ee32a6dbaa71c642a02f6fa0119e8c378e095172965e9cf5ed4e14ee0cb,Will the highest temperature in Seoul be 13°C on March 27?,2026-03-27,2026-03-24 12:01:05.388659+00:00,2.5,18.1,1.797,6.5,0.197,nwp_table,0.0107,0.1968,0.14,-0.1293,0.1293,No,0.9893,0.86,-1.0099,3.7,-2.7,4.7914,0.967,0.0,0.0,False,0.858,0.5725,1076.6607,746.490946,5,13.0,5.1,0.039323,0.12,0.1504,seoul|2026-03-27,18.1
Seoul,seoul,0xd546a56bf05e82a844aefc4c292e9500ba68edea768ddc60328399f101d63e98,Will the highest temperature in Seoul be 16°C or higher on March 27?,2026-03-27,2026-03-24 12:01:05.388659+00:00,2.5,18.1,1.797,6.5,0.197,nwp_table,0.9028,0.28,0.28,0.6228,0.6228,Yes,0.9028,0.28,-1.0099,3.7,-2.7,4.7914,1.0,0.0,0.0,False,0.858,0.5725,838.4121,993.9480060000004,5,13.0,5.1,0.130961,0.12,2.2243,seoul|2026-03-27,18.1
Seoul,seoul,0x405a55027df18d91120727817d26d1bc139916fb7b1e1c2c486d4599f4960b74,Will the highest temperature in Seoul be 15°C on March 27?,2026-03-27,2026-03-24 18:01:03.785981+00:00,2.25,17.3,1.772,6.5,0.172,nwp_table,0.0923,0.154,0.23,-0.1377,0.1377,No,0.9077,0.77,-0.905,2.9,-0.8,4.5521,0.897,0.0,0.0,False,1.0,0.334,1823.2394,613.9097479999999,6,15.0,2.3,0.044329,0.12,0.1788,seoul|2026-03-27,17.3
Seoul,seoul,0xd23ccd0e5eca769c4a1dce3876a5c53e658bb3ea6f414eabb462555bb41fb072,Will the highest temperature in Seoul be 14°C on March 27?,2026-03-27,2026-03-24 18:01:03.785981+00:00,2.25,17.3,1.772,6.5,0.172,nwp_table,0.0446,0.1172,0.175,-0.1304,0.1304,No,0.9554,0.825,-0.905,2.9,-0.8,4.5521,0.938,0.0,0.0,False,1.0,0.334,1958.6468,766.4337479999999,6,15.0,2.3,0.042357,0.12,0.1581,seoul|2026-03-27,17.3
Seoul,seoul,0xe3772068415b24ed16fe1625b25424a4cbcda51acb301e919fdc2c7157ac6e95,Will the highest temperature in Seoul be 11°C on March 27?,2026-03-27,2026-03-24 18:01:03.785981+00:00,2.25,17.3,1.772,6.5,0.172,nwp_table,0.0039,0.067,0.1,-0.0961,0.0961,No,0.9961,0.9,-0.905,2.9,-0.8,4.5521,0.935,-0.025,0.0,False,1.0,0.334,2252.1218,754.7793969999999,6,15.0,2.3,0.031761,0.12,0.1068,seoul|2026-03-27,17.3
Seoul,seoul,0xf2df0ee32a6dbaa71c642a02f6fa0119e8c378e095172965e9cf5ed4e14ee0cb,Will the highest temperature in Seoul be 13°C on March 27?,2026-03-27,2026-03-24 18:01:03.785981+00:00,2.25,17.3,1.772,6.5,0.172,nwp_table,0.0198,0.077,0.115,-0.0952,0.0952,No,0.9802,0.885,-0.905,2.9,-0.8,4.5521,0.935,-0.025,0.0,False,1.0,0.334,1822.7685,812.299623,6,15.0,2.3,0.030646,0.12,0.1075,seoul|2026-03-27,17.3
Seoul,seoul,0x0c04a4ddcc83d03961ccc3773c7ee6224f764a78daa6285d2ad658abfb098c89,Will the highest temperature in Seoul be 13°C on March 23?,2026-03-23,2026-03-20 06:01:03.052961+00:00,2.75,18.4,1.797,6.5,0.197,nwp_table,0.0084,0.1755,0.185,-0.1766,0.1766,No,0.9916,0.815,0.6516,1.1,0.7,0.84,1.0,0.0,0.0,False,0.8832,0.1795,1141.9373,690.430006,7,15.0,3.4,0.046153,0.12,0.2167,seoul|2026-03-23,18.4
Seoul,seoul,0x1e73d65ed6c93fb3f66124d571b2302a0797f8560a8b71f76a1e5017ed00fb3e,Will the highest temperature in Seoul be 14°C on March 23?,2026-03-23,2026-03-20 06:01:03.052961+00:00,2.75,18.4,1.797,6.5,0.197,nwp_table,0.0189,0.1945,0.205,-0.1861,0.1861,No,0.9811,0.795,0.6516,1.1,0.7,0.84,1.0,0.0,0.0,False,0.8832,0.1795,1145.9461,771.9019390000001,7,15.0,3.4,0.048657,0.12,0.234,seoul|2026-03-23,18.4
Seoul,seoul,0x989278accddf79ff348a2ae0ee7c8df48f3a685e390ba4b9cfe0179b04616f31,Will the highest temperature in Seoul be 15°C on March 23?,2026-03-23,2026-03-20 06:01:03.052961+00:00,2.75,18.4,1.797,6.5,0.197,nwp_table,0.0422,0.204,0.215,-0.1728,0.1728,No,0.9578,0.785,0.6516,1.1,0.7,0.84,1.0,0.0,0.0,False,0.8832,0.1795,1330.2969,817.484363,7,15.0,3.4,0.046055,0.12,0.2202,seoul|2026-03-23,18.4
Seoul,seoul,0xaf2a25366fdcde272a2a348894fa1efd1d3cdda07761833d7076a9d1f627e8f0,Will the highest temperature in Seoul be 12°C on March 23?,2026-03-23,2026-03-20 06:01:03.052961+00:00,2.75,18.4,1.797,6.5,0.197,nwp_table,0.0038,0.0949,0.1,-0.0962,0.0962,No,0.9962,0.9,0.6516,1.1,0.7,0.84,1.0,0.0,0.0,False,0.8832,0.1795,1469.1494,837.053689,7,15.0,3.4,0.025966,0.12,0.1069,seoul|2026-03-23,18.4
Seoul,seoul,0x9ca45f5568878265b81bcb0b18da684e68b117cbac6528d1f7ff239d8ab19e93,Will the highest temperature in Seoul be 16°C or higher on March 23?,2026-03-23,2026-03-20 06:01:03.052961+00:00,2.75,18.4,1.797,6.5,0.197,nwp_table,0.9231,0.23,0.23,0.6931,0.6931,Yes,0.9231,0.23,0.6516,1.1,0.7,0.84,1.0,0.0,0.0,False,0.8832,0.1795,1239.1437,838.626554,7,15.0,3.4,0.256271,0.12,3.0133,seoul|2026-03-23,18.4
Seoul,seoul,0x0c04a4ddcc83d03961ccc3773c7ee6224f764a78daa6285d2ad658abfb098c89,Will the highest temperature in Seoul be 13°C on March 23?,2026-03-23,2026-03-20 12:01:02.633580+00:00,2.5,17.5,1.797,6.5,0.197,nwp_table,0.0174,0.1624,0.235,-0.2176,0.2176,No,0.9826,0.765,-0.1242,0.2,-0.9,0.7887,1.0,0.05,0.0,False,1.0,0.415,1047.6618,813.7208980000001,3,13.0,4.5,0.067885,0.12,0.2844,seoul|2026-03-23,17.5
Seoul,seoul,0x1e73d65ed6c93fb3f66124d571b2302a0797f8560a8b71f76a1e5017ed00fb3e,Will the highest temperature in Seoul be 14°C on March 23?,2026-03-23,2026-03-20 12:01:02.633580+00:00,2.5,17.5,1.797,6.5,0.197,nwp_table,0.039,0.1313,0.19,-0.151,0.151,No,0.961,0.81,-0.1242,0.2,-0.9,0.7887,1.0,-0.015,0.0,False,1.0,0.415,1159.5898,964.391939,3,13.0,4.5,0.04773,0.12,0.1864,seoul|2026-03-23,17.5
Seoul,seoul,0x989278accddf79ff348a2ae0ee7c8df48f3a685e390ba4b9cfe0179b04616f31,Will the highest temperature in Seoul be 15°C on March 23?,2026-03-23,2026-03-20 12:01:02.633580+00:00,2.5,17.5,1.797,6.5,0.197,nwp_table,0.0815,0.1106,0.16,-0.0785,0.0785,No,0.9185,0.84,-0.1242,0.2,-0.9,0.7887,1.0,-0.055,0.0,False,1.0,0.415,1305.8142,927.458926,3,13.0,4.5,0.025195,0.12,0.0935,seoul|2026-03-23,17.5
Seoul,seoul,0x0c04a4ddcc83d03961ccc3773c7ee6224f764a78daa6285d2ad658abfb098c89,Will the highest temperature in Seoul be 13°C on March 23?,2026-03-23,2026-03-20 18:01:02.993217+00:00,2.25,18.4,1.825,6.5,0.225,nwp_table,0.0088,0.1427,0.165,-0.1562,0.1562,No,0.9912,0.835,0.3879,1.1,0.9,0.8911,0.796,-0.02,0.0,False,1.0,0.835,1248.3023,766.385588,1,13.0,5.4,0.05789,0.12,0.187,seoul|2026-03-23,18.4
Seoul,seoul,0x9ca45f5568878265b81bcb0b18da684e68b117cbac6528d1f7ff239d8ab19e93,Will the highest temperature in Seoul be 16°C or higher on March 23?,2026-03-23,2026-03-22 06:01:05.192865+00:00,0.75,16.3,0.878,12.0,0.178,nwp_table,0.8099,0.553,0.553,0.2569,0.2569,Yes,0.8099,0.553,-0.2195,-1.0,-0.3,0.7376,0.654,0.323,0.0,False,0.447,0.947,869.57715,6238.693164999999,5,13.0,3.3,0.203249,0.12,0.4646,seoul|2026-03-23,16.3
Seoul,seoul,0x16debe72e3ee3f972c2a875e3d330242575066300ef23c8a12679412867b2b97,Will the highest temperature in Seoul be 11°C on March 21?,2026-03-21,2026-03-18 18:01:03.223681+00:00,2.25,14.4,1.791,6.5,0.191,nwp_table,0.0419,0.2458,0.225,-0.1831,0.1831,No,0.9581,0.775,-0.05,-0.2,0.0,0.012,0.931,0.0,0.0,False,0.905,0.1815,1418.5904,706.043171,5,11.0,3.4,0.063462,0.12,0.2362,seoul|2026-03-21,14.4
Seoul,seoul,0x3355ac34f80da3799018b692486f2e29a5556e287435e870b8361ec404832dd5,Will the highest temperature in Seoul be 12°C on March 21?,2026-03-21,2026-03-18 18:01:03.223681+00:00,2.25,14.4,1.791,6.5,0.191,nwp_table,0.0869,0.224,0.205,-0.1181,0.1181,No,0.9131,0.795,-0.05,-0.2,0.0,0.012,0.965,0.0,0.0,False,0.905,0.1815,1421.2433,810.4060199999999,5,11.0,3.4,0.040943,0.12,0.1485,seoul|2026-03-21,14.4
Seoul,seoul,0x4b4d0bf48a01f2ac1c2a26737fab81c5dd40d6acc6b037e2e993ecb0db4b3a05,Will the highest temperature in Seoul be 9°C on March 21?,2026-03-21,2026-03-18 18:01:03.223681+00:00,2.25,14.4,1.791,6.5,0.191,nwp_table,0.0083,0.1966,0.18,-0.1717,0.1717,No,0.9917,0.82,-0.05,-0.2,0.0,0.012,0.957,0.0,0.0,False,0.905,0.1815,1555.5198,757.4112879999999,5,11.0,3.4,0.060212,0.12,0.2094,seoul|2026-03-21,14.4
Seoul,seoul,0x7fda9f350653a2ad7cb568a5c51311d5c258367ee64bd31f4b3e64107f343c15,Will the highest temperature in Seoul be 10°C on March 21?,2026-03-21,2026-03-18 18:01:03.223681+00:00,2.25,14.4,1.791,6.5,0.191,nwp_table,0.0188,0.1857,0.17,-0.1512,0.1512,No,0.9812,0.83,-0.05,-0.2,0.0,0.012,0.952,0.0,0.0,False,0.905,0.1815,1472.0809,736.790081,5,11.0,3.4,0.052653,0.12,0.1822,seoul|2026-03-21,14.4
Seoul,seoul,0xd35d0aec6505830420d8d0688a8c585b3010c7c296632a6ef3442f3be6f840c9,Will the highest temperature in Seoul be 14°C or higher on March 21?,2026-03-21,2026-03-18 18:01:03.223681+00:00,2.25,14.4,1.791,6.5,0.191,nwp_table,0.6841,0.095,0.095,0.5891,0.5891,Yes,0.6841,0.095,-0.05,-0.2,0.0,0.012,0.935,0.0,0.0,False,0.905,0.1815,1169.1749,769.4262239999999,5,11.0,3.4,0.199181,0.12,6.2006,seoul|2026-03-21,14.4
Seoul,seoul,0x989278accddf79ff348a2ae0ee7c8df48f3a685e390ba4b9cfe0179b04616f31,Will the highest temperature in Seoul be 15°C on March 23?,2026-03-23,2026-03-22 18:01:03.880760+00:00,0.25,16.2,0.878,12.0,0.178,nwp_table,0.182,0.2405,0.305,-0.123,0.123,No,0.818,0.695,-0.0549,-1.1,0.1,0.7129,0.724,0.09,0.0,False,1.0,0.516,524.6077,6019.037310000001,2,15.0,1.2,0.147304,0.10081967213114755,0.1769,seoul|2026-03-23,16.2
Seoul,seoul,0x1ec0a3d14dea60844fd52a877bb186a2fb3421e9c682d797254b68ca918f5341,Will the highest temperature in Seoul be 14°C or higher on March 22?,2026-03-22,2026-03-20 18:01:02.993367+00:00,1.25,14.4,1.325,8.0,0.125,nwp_table,0.7419,0.39,0.39,0.3519,0.3519,Yes,0.7419,0.39,-0.1658,-0.2,0.0,0.6533,0.649,0.0,0.0,False,0.0,1.0,3623.2227,4962.367699,0,14.4,0.0,0.218124,0.12,0.9024,seoul|2026-03-22,14.4
Seoul,seoul,0xe3cde051de2caa4536c5def43245454a94210c28dc5669ea4bdfeeac5c252bd2,Will the highest temperature in Seoul be 13°C on March 25?,2026-03-25,2026-03-24 12:01:05.388672+00:00,0.5,15.7,0.781,12.0,0.081,nwp_table,0.007,0.0784,0.085,-0.078,0.078,No,0.993,0.915,-0.3073,-1.6,0.5,1.2509,0.731,-0.115,48.0,True,0.9995,0.909,1875.819,5011.321503,3,13.0,2.7,0.095683,0.12,0.0852,seoul|2026-03-25,15.7
