ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTATL-26AUG08-T94,active,,0.02,0.03,330.6,42.48,0.97,0.98,0.02,0.0,546.74,546.74,435.11,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-09T14:00:00Z,True
KXHIGHTATL-26AUG08-T87,active,,0.04,0.05,98.65,14.53,0.95,0.96,0.04,0.0,363.1,363.1,229.14,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-09T14:00:00Z,True
KXHIGHTATL-26AUG08-B93.5,active,,0.25,0.26,144.3,103.1,0.74,0.75,0.25,0.0,1578.06,1253.67,1150.79,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-09T14:00:00Z,True
KXHIGHTATL-26AUG08-B91.5,active,,0.38,0.39,20.03,75.0,0.61,0.62,0.39,0.0,787.06,784.06,759.26,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-09T14:00:00Z,True
KXHIGHTATL-26AUG08-B89.5,active,,0.25,0.26,0.01,42.01,0.74,0.75,0.28,0.0,601.08,601.08,549.08,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-09T14:00:00Z,True
KXHIGHTATL-26AUG08-B87.5,active,,0.1,0.11,33.96,63.0,0.89,0.9,0.1,0.0,189.0,189.0,144.97,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-09T14:00:00Z,True
KXHIGHTATL-26AUG07-T94,active,,0.0,0.01,0.0,15903.15,0.99,1.0,0.01,0.01,649.82,214.1,648.82,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.01,0.02,2026-08-06T14:00:01.132046Z,2026-08-08T14:00:00Z,True
KXHIGHTATL-26AUG07-T87,active,,0.0,0.01,0.0,161895.42,0.99,1.0,0.01,0.18,32774.55,31900.61,19267.27,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.18,0.2,2026-08-06T14:00:01.132046Z,2026-08-08T14:00:00Z,True
KXHIGHTATL-26AUG07-B93.5,active,,0.0,0.01,0.0,17204.78,0.99,1.0,0.02,0.06,1839.4,1481.37,1308.19,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.02,0.04,2026-08-06T14:00:01.132046Z,2026-08-08T14:00:00Z,True
KXHIGHTATL-26AUG07-B91.5,active,,0.0,0.01,0.0,18540.34,0.99,1.0,0.01,0.12,5607.9,5149.42,4008.42,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.11,0.12,2026-08-06T14:00:01.132046Z,2026-08-08T14:00:00Z,True
KXHIGHTATL-26AUG07-B89.5,active,,0.0,0.01,0.0,22987.68,0.99,1.0,0.01,0.37,16427.59,15936.29,10007.59,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.36,0.37,2026-08-06T14:00:01.132046Z,2026-08-08T14:00:00Z,True
KXHIGHTATL-26AUG07-B87.5,active,,0.99,1.0,20124.57,0.0,0.0,0.01,0.99,0.29,22799.02,22173.38,11231.27,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.28,0.29,2026-08-06T14:00:01.132046Z,2026-08-08T14:00:00Z,True
KXHIGHTATL-26AUG06-T93,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,736.95,0.0,729.94,0.0,2026-08-08T02:29:30.455170+00:00,89.00,89.0,2026-08-07T11:06:35.473294Z,0.0,0.0,0.01,2026-08-07T11:06:35.513342Z,2026-08-07T14:00:00Z,True
KXHIGHTATL-26AUG06-T86,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,6654.09,33.0,5039.55,0.0,2026-08-08T02:29:30.455170+00:00,89.00,89.0,2026-08-07T11:06:35.473294Z,0.0,0.0,0.01,2026-08-07T11:06:35.513342Z,2026-08-07T14:00:00Z,True
KXHIGHTATL-26AUG06-B92.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,4347.24,0.0,2376.0,0.0,2026-08-08T02:29:30.455170+00:00,89.00,89.0,2026-08-07T11:06:35.473294Z,0.0,0.0,0.01,2026-08-07T11:06:35.513342Z,2026-08-07T14:00:00Z,True
KXHIGHTATL-26AUG06-B90.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,12432.66,0.0,6269.09,0.0,2026-08-08T02:29:30.455170+00:00,89.00,89.0,2026-08-07T11:06:35.473294Z,0.0,0.0,0.01,2026-08-07T11:06:35.513342Z,2026-08-07T14:00:00Z,True
KXHIGHTATL-26AUG06-B88.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,13034.2,106.83,8031.65,0.0,2026-08-08T02:29:30.455170+00:00,89.00,89.0,2026-08-07T11:06:35.473294Z,1.0,0.99,1.0,2026-08-07T11:06:35.513342Z,2026-08-07T14:00:00Z,True
KXHIGHTATL-26AUG06-B86.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,14844.33,333.0,9742.41,0.0,2026-08-08T02:29:30.455170+00:00,89.00,89.0,2026-08-07T11:06:35.473294Z,0.0,0.0,0.01,2026-08-07T11:06:35.513342Z,2026-08-07T14:00:00Z,True
KXHIGHTATL-26AUG05-T91,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,6152.7,0.0,3746.13,0.0,2026-08-08T02:29:30.455170+00:00,90.00,90.0,2026-08-06T11:06:31.786335Z,0.0,0.0,1.0,2026-08-06T11:06:31.814824Z,2026-08-06T14:00:00Z,True
KXHIGHTATL-26AUG05-T84,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,22042.46,0.0,21825.3,0.0,2026-08-08T02:29:30.455170+00:00,90.00,90.0,2026-08-06T11:06:31.786335Z,0.0,0.0,1.0,2026-08-06T11:06:31.814824Z,2026-08-06T14:00:00Z,True
KXHIGHTATL-26AUG05-B90.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,15304.76,0.0,8129.0,0.0,2026-08-08T02:29:30.455170+00:00,90.00,90.0,2026-08-06T11:06:31.786335Z,1.0,0.0,1.0,2026-08-06T11:06:31.814824Z,2026-08-06T14:00:00Z,True
KXHIGHTATL-26AUG05-B88.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,23350.05,0.0,14518.14,0.0,2026-08-08T02:29:30.455170+00:00,90.00,90.0,2026-08-06T11:06:31.786335Z,0.0,0.0,1.0,2026-08-06T11:06:31.814824Z,2026-08-06T14:00:00Z,True
KXHIGHTATL-26AUG05-B86.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,14632.16,0.0,6710.98,0.0,2026-08-08T02:29:30.455170+00:00,90.00,90.0,2026-08-06T11:06:31.786335Z,0.0,0.0,1.0,2026-08-06T11:06:31.814824Z,2026-08-06T14:00:00Z,True
KXHIGHTATL-26AUG05-B84.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,14374.03,0.0,13790.84,0.0,2026-08-08T02:29:30.455170+00:00,90.00,90.0,2026-08-06T11:06:31.786335Z,0.0,0.0,1.0,2026-08-06T11:06:31.814824Z,2026-08-06T14:00:00Z,True
KXHIGHTATL-26AUG04-T91,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2000.27,0.0,1229.57,0.0,2026-08-08T02:29:30.455170+00:00,86.00,86.0,2026-08-05T11:06:30.94539Z,0.0,0.0,1.0,2026-08-05T11:06:30.990148Z,2026-08-05T14:00:00Z,True
KXHIGHTATL-26AUG04-T84,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,13974.86,0.0,13529.77,0.0,2026-08-08T02:29:30.455170+00:00,86.00,86.0,2026-08-05T11:06:30.94539Z,0.0,0.0,1.0,2026-08-05T11:06:30.990148Z,2026-08-05T14:00:00Z,True
KXHIGHTATL-26AUG04-B90.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,4266.63,0.0,3271.14,0.0,2026-08-08T02:29:30.455170+00:00,86.00,86.0,2026-08-05T11:06:30.94539Z,0.0,0.0,1.0,2026-08-05T11:06:30.990148Z,2026-08-05T14:00:00Z,True
KXHIGHTATL-26AUG04-B88.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,16530.51,0.0,10623.67,0.0,2026-08-08T02:29:30.455170+00:00,86.00,86.0,2026-08-05T11:06:30.94539Z,0.0,0.0,1.0,2026-08-05T11:06:30.990148Z,2026-08-05T14:00:00Z,True
KXHIGHTATL-26AUG04-B86.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,13716.52,0.0,5757.55,0.0,2026-08-08T02:29:30.455170+00:00,86.00,86.0,2026-08-05T11:06:30.94539Z,1.0,0.0,1.0,2026-08-05T11:06:30.990148Z,2026-08-05T14:00:00Z,True
KXHIGHTATL-26AUG04-B84.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,38733.03,0.0,21844.16,0.0,2026-08-08T02:29:30.455170+00:00,86.00,86.0,2026-08-05T11:06:30.94539Z,0.0,0.0,1.0,2026-08-05T11:06:30.990148Z,2026-08-05T14:00:00Z,True
KXHIGHTATL-26AUG03-T91,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,3074.18,0.0,2529.46,0.0,2026-08-08T02:29:30.455170+00:00,87.00,87.0,2026-08-04T11:06:30.939802Z,0.0,0.0,1.0,2026-08-04T11:06:30.989717Z,2026-08-04T14:00:00Z,True
KXHIGHTATL-26AUG03-T84,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,18486.35,0.0,17686.49,0.0,2026-08-08T02:29:30.455170+00:00,87.00,87.0,2026-08-04T11:06:30.939802Z,0.0,0.0,1.0,2026-08-04T11:06:30.989717Z,2026-08-04T14:00:00Z,True
KXHIGHTATL-26AUG03-B90.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,5408.14,0.0,2826.97,0.0,2026-08-08T02:29:30.455170+00:00,87.00,87.0,2026-08-04T11:06:30.939802Z,0.0,0.0,1.0,2026-08-04T11:06:30.989717Z,2026-08-04T14:00:00Z,True
KXHIGHTATL-26AUG03-B88.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,10233.46,0.0,5079.72,0.0,2026-08-08T02:29:30.455170+00:00,87.00,87.0,2026-08-04T11:06:30.939802Z,0.0,0.0,1.0,2026-08-04T11:06:30.989717Z,2026-08-04T14:00:00Z,True
