ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTHOU-26AUG25-T97,active,,0.09,0.12,81.0,1.0,0.88,0.91,0.1,0.0,392.03,392.03,339.31,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.0,2026-08-24T14:00:01.671201Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-T104,active,,0.0,0.01,0.0,816.0,0.99,1.0,0.01,0.0,288.51,288.51,288.51,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.0,2026-08-24T14:00:01.671201Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B99.5,active,,0.4,0.44,18.0,75.0,0.56,0.6,0.44,0.0,627.54,627.54,537.52,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.0,2026-08-24T14:00:01.671201Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B97.5,active,,0.46,0.47,1.0,1.0,0.53,0.54,0.47,0.0,589.44,589.44,390.09,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.0,2026-08-24T14:00:01.671201Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B103.5,active,,0.0,0.01,0.0,293.0,0.99,1.0,0.01,0.0,260.5,260.5,257.5,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.0,2026-08-24T14:00:01.671201Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B101.5,active,,0.04,0.06,118.0,7.0,0.94,0.96,0.06,0.0,165.05,165.05,155.83,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.0,2026-08-24T14:00:01.671201Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG24-T99,active,,0.0,0.01,0.0,91636.03,0.99,1.0,0.01,0.36,22171.28,20531.02,12642.07,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.36,0.37,2026-08-23T14:00:02.972411Z,2026-08-25T14:00:00Z,True
KXHIGHTHOU-26AUG24-T106,active,,0.0,0.01,0.0,20645.7,0.99,1.0,0.01,0.01,745.47,517.26,745.47,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.01,2026-08-23T14:00:02.972411Z,2026-08-25T14:00:00Z,True
KXHIGHTHOU-26AUG24-B99.5,active,,0.99,1.0,8192.5,0.0,0.0,0.01,0.99,0.45,32328.52,31204.17,12478.99,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.45,0.46,2026-08-23T14:00:02.972411Z,2026-08-25T14:00:00Z,True
KXHIGHTHOU-26AUG24-B105.5,active,,0.0,0.01,0.0,19774.81,0.99,1.0,0.01,0.01,855.76,516.39,798.39,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.01,2026-08-23T14:00:02.972411Z,2026-08-25T14:00:00Z,True
KXHIGHTHOU-26AUG24-B103.5,active,,0.0,0.01,0.0,18550.03,0.99,1.0,0.01,0.01,2785.25,2185.07,2532.64,0.0,2026-08-25T02:06:23.492813+00:00,,,,,0.0,0.01,2026-08-23T14:00:02.972411Z,2026-08-25T14:00:00Z,True
