ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHAUS-26AUG26-T108,active,,0.0,0.01,0.0,1239.0,0.99,1.0,0.01,0.0,396.0,396.0,396.0,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.0,2026-08-25T14:00:01.642738Z,2026-08-27T14:00:00Z,True
KXHIGHAUS-26AUG26-T101,active,,0.01,0.04,734.0,320.0,0.96,0.99,0.01,0.0,872.12,852.12,758.12,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.0,2026-08-25T14:00:01.642738Z,2026-08-27T14:00:00Z,True
KXHIGHAUS-26AUG26-B107.5,active,,0.01,0.02,983.0,147.0,0.98,0.99,0.01,0.0,392.0,372.0,390.0,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.0,2026-08-25T14:00:01.642738Z,2026-08-27T14:00:00Z,True
KXHIGHAUS-26AUG26-B105.5,active,,0.25,0.27,15.0,17.0,0.73,0.75,0.27,0.0,393.45,373.45,391.36,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.0,2026-08-25T14:00:01.642738Z,2026-08-27T14:00:00Z,True
KXHIGHAUS-26AUG26-B103.5,active,,0.62,0.63,1.0,16.0,0.37,0.38,0.6,0.0,2028.37,1924.87,1235.95,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.0,2026-08-25T14:00:01.642738Z,2026-08-27T14:00:00Z,True
KXHIGHAUS-26AUG26-B101.5,active,,0.13,0.14,18.0,18.0,0.86,0.87,0.13,0.0,1006.81,986.81,978.81,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.0,2026-08-25T14:00:01.642738Z,2026-08-27T14:00:00Z,True
KXHIGHAUS-26AUG25-T108,active,,0.0,0.01,0.0,16640.98,0.99,1.0,0.01,0.01,592.3,208.56,592.3,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.0,0.01,2026-08-24T14:00:01.61951Z,2026-08-26T14:00:00Z,True
KXHIGHAUS-26AUG25-T101,active,,0.0,0.01,0.0,80278.15,0.99,1.0,0.01,0.03,6523.71,6094.81,4208.8,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.02,0.03,2026-08-24T14:00:01.61951Z,2026-08-26T14:00:00Z,True
KXHIGHAUS-26AUG25-B107.5,active,,0.0,0.01,0.0,7897.8,0.99,1.0,0.01,0.02,832.61,782.61,813.74,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.02,0.03,2026-08-24T14:00:01.61951Z,2026-08-26T14:00:00Z,True
KXHIGHAUS-26AUG25-B105.5,active,,0.0,0.01,0.0,13000.0,0.99,1.0,0.01,0.15,4950.96,4780.21,3847.82,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.14,0.15,2026-08-24T14:00:01.61951Z,2026-08-26T14:00:00Z,True
KXHIGHAUS-26AUG25-B103.5,active,,0.99,1.0,8834.4,0.0,0.0,0.01,0.99,0.63,23047.8,22417.17,12651.57,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.62,0.63,2026-08-24T14:00:01.61951Z,2026-08-26T14:00:00Z,True
KXHIGHAUS-26AUG25-B101.5,active,,0.0,0.01,0.0,4414.95,0.99,1.0,0.01,0.25,31599.41,31093.84,21604.76,0.0,2026-08-26T02:09:56.563302+00:00,,,,,0.21,0.22,2026-08-24T14:00:01.61951Z,2026-08-26T14:00:00Z,True
KXHIGHAUS-26AUG24-T109,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,543.0,0.0,539.0,0.0,2026-08-26T02:09:56.563302+00:00,104.00,104.0,2026-08-25T12:10:17.048938Z,0.0,0.0,0.01,2026-08-25T12:10:17.066804Z,2026-08-25T14:00:00Z,True
KXHIGHAUS-26AUG24-T102,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,3446.76,0.0,2956.76,0.0,2026-08-26T02:09:56.563302+00:00,104.00,104.0,2026-08-25T12:10:17.048938Z,0.0,0.0,0.01,2026-08-25T12:10:17.066804Z,2026-08-25T14:00:00Z,True
KXHIGHAUS-26AUG24-B108.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.02,0.02,2241.51,0.0,2086.19,0.0,2026-08-26T02:09:56.563302+00:00,104.00,104.0,2026-08-25T12:10:17.048938Z,0.0,0.0,0.01,2026-08-25T12:10:17.066804Z,2026-08-25T14:00:00Z,True
