ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTSEA-26AUG21-T86,active,,0.09,0.12,21.01,28.0,0.88,0.91,0.09,0.0,1269.35,1269.35,982.34,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.0,0.0,2026-08-20T14:00:17.515539Z,2026-08-22T14:00:00Z,True
KXHIGHTSEA-26AUG21-T79,active,,0.05,0.07,14.0,3.99,0.93,0.95,0.07,0.0,1914.85,1914.85,1581.53,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.0,0.0,2026-08-20T14:00:17.515539Z,2026-08-22T14:00:00Z,True
KXHIGHTSEA-26AUG21-B85.5,active,,0.17,0.18,13.0,2.0,0.82,0.83,0.19,0.0,2815.09,2815.09,2603.09,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.0,0.0,2026-08-20T14:00:17.515539Z,2026-08-22T14:00:00Z,True
KXHIGHTSEA-26AUG21-B83.5,active,,0.36,0.43,249.01,44.0,0.57,0.64,0.38,0.0,568.99,568.99,518.65,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.0,0.0,2026-08-20T14:00:17.515539Z,2026-08-22T14:00:00Z,True
KXHIGHTSEA-26AUG21-B81.5,active,,0.23,0.24,1.0,1.0,0.76,0.77,0.28,0.0,898.43,898.43,805.41,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.0,0.0,2026-08-20T14:00:17.515539Z,2026-08-22T14:00:00Z,True
KXHIGHTSEA-26AUG21-B79.5,active,,0.09,0.1,1.0,2.0,0.9,0.91,0.13,0.0,690.84,690.84,602.84,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.0,0.0,2026-08-20T14:00:17.515539Z,2026-08-22T14:00:00Z,True
KXHIGHTSEA-26AUG20-T86,active,,0.0,0.01,0.0,8504.0,0.99,1.0,0.01,0.06,14334.63,14070.22,9661.58,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.06,0.08,2026-08-19T14:00:01.63276Z,2026-08-21T14:00:00Z,True
KXHIGHTSEA-26AUG20-T79,active,,0.0,0.01,0.0,69795.7,0.99,1.0,0.01,0.04,1249.63,1025.57,1146.82,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.03,0.04,2026-08-19T14:00:01.63276Z,2026-08-21T14:00:00Z,True
KXHIGHTSEA-26AUG20-B85.5,active,,0.99,1.0,9602.0,0.0,0.0,0.01,0.99,0.22,11452.15,10894.45,6679.84,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.22,0.23,2026-08-19T14:00:01.63276Z,2026-08-21T14:00:00Z,True
KXHIGHTSEA-26AUG20-B83.5,active,,0.0,0.01,0.0,51361.9,0.99,1.0,0.01,0.39,18075.82,17535.76,12139.83,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.38,0.4,2026-08-19T14:00:01.63276Z,2026-08-21T14:00:00Z,True
KXHIGHTSEA-26AUG20-B81.5,active,,0.0,0.01,0.0,48443.86,0.99,1.0,0.01,0.25,16392.79,15720.33,11768.79,0.0,2026-08-21T02:07:34.219156+00:00,,,,,0.24,0.25,2026-08-19T14:00:01.63276Z,2026-08-21T14:00:00Z,True
