ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTSEA-26AUG19-T82,active,,0.02,0.03,121.0,7.0,0.97,0.98,0.02,0.0,479.36,479.36,466.36,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.0,0.0,2026-08-18T14:00:01.847797Z,2026-08-20T14:00:00Z,True
KXHIGHTSEA-26AUG19-T75,active,,0.05,0.06,87.24,1.0,0.94,0.95,0.05,0.0,769.82,769.82,644.8,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.0,0.0,2026-08-18T14:00:01.847797Z,2026-08-20T14:00:00Z,True
KXHIGHTSEA-26AUG19-B81.5,active,,0.22,0.23,22.0,42.75,0.77,0.78,0.23,0.0,1267.99,1267.99,1127.24,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.0,0.0,2026-08-18T14:00:01.847797Z,2026-08-20T14:00:00Z,True
KXHIGHTSEA-26AUG19-B79.5,active,,0.39,0.4,2.0,75.51,0.6,0.61,0.4,0.0,566.88,553.31,544.75,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.0,0.0,2026-08-18T14:00:01.847797Z,2026-08-20T14:00:00Z,True
KXHIGHTSEA-26AUG19-B77.5,active,,0.26,0.27,2.0,30.0,0.73,0.74,0.26,0.0,612.16,612.16,434.25,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.0,0.0,2026-08-18T14:00:01.847797Z,2026-08-20T14:00:00Z,True
KXHIGHTSEA-26AUG19-B75.5,active,,0.11,0.12,2.0,11.0,0.88,0.89,0.12,0.0,523.46,523.46,480.19,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.0,0.0,2026-08-18T14:00:01.847797Z,2026-08-20T14:00:00Z,True
KXHIGHTSEA-26AUG18-T83,active,,0.0,0.01,0.0,4035.3,0.99,1.0,0.01,0.03,2905.56,2435.12,2645.56,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.03,0.04,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSEA-26AUG18-T76,active,,0.0,0.01,0.0,61427.95,0.99,1.0,0.01,0.17,3422.25,2658.46,2541.29,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.18,0.19,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSEA-26AUG18-B82.5,active,,0.0,0.01,0.0,13301.0,0.99,1.0,0.01,0.04,9219.68,8859.85,6720.81,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.04,0.05,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSEA-26AUG18-B80.5,active,,0.99,1.0,6714.44,0.0,0.0,0.01,0.99,0.25,18815.04,18324.7,7367.63,0.0,2026-08-19T02:00:17.859204+00:00,,,,,0.23,0.25,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
