ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTSEA-26AUG13-T85,active,,0.0,0.01,0.0,118.08,0.99,1.0,0.01,0.04,1521.35,1488.35,1438.36,0.0,2026-08-13T14:23:01.472511+00:00,,,,,0.07,0.08,2026-08-12T14:00:01.140713Z,2026-08-14T14:00:00Z,True
KXHIGHTSEA-26AUG13-T78,active,,0.11,0.12,55.63,52.65,0.88,0.89,0.1,0.13,1958.97,1878.97,1431.49,0.0,2026-08-13T14:23:01.472511+00:00,,,,,0.12,0.13,2026-08-12T14:00:01.140713Z,2026-08-14T14:00:00Z,True
KXHIGHTSEA-26AUG13-B84.5,active,,0.02,0.03,12.0,19.57,0.97,0.98,0.03,0.13,2239.3,2137.3,1880.6,0.0,2026-08-13T14:23:01.472511+00:00,,,,,0.08,0.14,2026-08-12T14:00:01.140713Z,2026-08-14T14:00:00Z,True
KXHIGHTSEA-26AUG13-B82.5,active,,0.2,0.21,160.02,19.03,0.79,0.8,0.21,0.28,4663.13,4525.45,3051.53,0.0,2026-08-13T14:23:01.472511+00:00,,,,,0.26,0.3,2026-08-12T14:00:01.140713Z,2026-08-14T14:00:00Z,True
KXHIGHTSEA-26AUG13-B80.5,active,,0.43,0.45,1.09,43.9,0.55,0.57,0.44,0.31,2918.12,2901.1,1684.27,0.0,2026-08-13T14:23:01.472511+00:00,,,,,0.32,0.34,2026-08-12T14:00:01.140713Z,2026-08-14T14:00:00Z,True
KXHIGHTSEA-26AUG13-B78.5,active,,0.17,0.18,21.0,1.0,0.82,0.83,0.18,0.14,3235.32,3233.32,2970.2,0.0,2026-08-13T14:23:01.472511+00:00,,,,,0.09,0.15,2026-08-12T14:00:01.140713Z,2026-08-14T14:00:00Z,True
KXHIGHTSEA-26AUG12-T79,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.09,21645.59,20100.64,8488.78,0.0,2026-08-13T14:23:01.472511+00:00,79.00,79.0,2026-08-13T11:11:54.400561Z,0.0,0.08,0.09,2026-08-13T11:11:54.446984Z,2026-08-13T14:00:00Z,True
KXHIGHTSEA-26AUG12-T72,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1514.7,6.0,1414.83,0.0,2026-08-13T14:23:01.472511+00:00,79.00,79.0,2026-08-13T11:11:54.400561Z,0.0,0.0,0.01,2026-08-13T11:11:54.446984Z,2026-08-13T14:00:00Z,True
KXHIGHTSEA-26AUG12-B78.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.46,24399.08,20457.58,9192.26,0.0,2026-08-13T14:23:01.472511+00:00,79.00,79.0,2026-08-13T11:11:54.400561Z,1.0,0.46,0.47,2026-08-13T11:11:54.446984Z,2026-08-13T14:00:00Z,True
KXHIGHTSEA-26AUG12-B76.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.39,11443.49,8906.41,7395.3,0.0,2026-08-13T14:23:01.472511+00:00,79.00,79.0,2026-08-13T11:11:54.400561Z,0.0,0.38,0.41,2026-08-13T11:11:54.446984Z,2026-08-13T14:00:00Z,True
KXHIGHTSEA-26AUG12-B74.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.07,10270.34,5632.71,6479.55,0.0,2026-08-13T14:23:01.472511+00:00,79.00,79.0,2026-08-13T11:11:54.400561Z,0.0,0.07,0.09,2026-08-13T11:11:54.446984Z,2026-08-13T14:00:00Z,True
KXHIGHTSEA-26AUG12-B72.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,3635.89,903.85,3000.27,0.0,2026-08-13T14:23:01.472511+00:00,79.00,79.0,2026-08-13T11:11:54.400561Z,0.0,0.0,0.01,2026-08-13T11:11:54.446984Z,2026-08-13T14:00:00Z,True
