ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHLAX-26AUG14-T78,active,,0.06,0.07,159.59,1333.71,0.93,0.94,0.07,0.0,5961.09,5830.8,4731.68,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.0,2026-08-13T17:13:56.213742Z,2026-08-15T17:13:56Z,True
KXHIGHLAX-26AUG14-T71,active,,0.0,0.01,0.0,30096.54,0.99,1.0,0.01,0.0,926.0,901.0,926.0,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.0,2026-08-13T17:13:56.213742Z,2026-08-15T17:13:56Z,True
KXHIGHLAX-26AUG14-B77.5,active,,0.46,0.47,1896.0,90.92,0.53,0.54,0.47,0.0,4529.79,3736.33,3847.39,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.0,2026-08-13T17:13:56.213742Z,2026-08-15T17:13:56Z,True
KXHIGHLAX-26AUG14-B75.5,active,,0.4,0.41,4.0,104.0,0.59,0.6,0.37,0.0,2240.38,1917.29,1770.61,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.0,2026-08-13T17:13:56.213742Z,2026-08-15T17:13:56Z,True
KXHIGHLAX-26AUG14-B73.5,active,,0.01,0.02,4524.7,9582.25,0.98,0.99,0.02,0.0,2634.11,2634.11,2603.93,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.0,2026-08-13T17:13:56.213742Z,2026-08-15T17:13:56Z,True
KXHIGHLAX-26AUG14-B71.5,active,,0.0,0.01,0.0,28066.54,0.99,1.0,0.01,0.0,2794.42,2769.42,2794.42,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.0,2026-08-13T17:13:56.213742Z,2026-08-15T17:13:56Z,True
KXHIGHLAX-26AUG13-T77,active,,0.0,0.01,0.0,110126.63,0.99,1.0,0.01,0.38,156900.18,149807.05,51366.31,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.38,0.39,2026-08-12T14:00:01.034332Z,2026-08-13T14:00:00Z,True
KXHIGHLAX-26AUG13-T70,active,,0.0,0.01,0.0,158713.99,0.99,1.0,0.01,0.01,1035.9,468.59,1035.9,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.0,0.01,2026-08-12T14:00:01.034332Z,2026-08-13T14:00:00Z,True
KXHIGHLAX-26AUG13-B76.5,active,,0.99,1.0,53148.53,0.0,0.0,0.01,0.99,0.54,76946.43,72041.36,30588.8,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.52,0.54,2026-08-12T14:00:01.034332Z,2026-08-13T14:00:00Z,True
KXHIGHLAX-26AUG13-B74.5,active,,0.0,0.01,0.0,388978.02,0.99,1.0,0.01,0.1,200702.35,197461.01,133207.41,0.0,2026-08-14T00:06:11.470372+00:00,,,,,0.09,0.1,2026-08-12T14:00:01.034332Z,2026-08-13T14:00:00Z,True
