ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTATL-26AUG11-T96,active,,0.01,0.02,452.0,10.45,0.98,0.99,0.02,0.0,260.0,260.0,255.0,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.0,0.0,2026-08-10T14:00:00.979924Z,2026-08-12T14:00:00Z,True
KXHIGHTATL-26AUG11-T89,active,,0.02,0.04,9.45,13.63,0.96,0.98,0.01,0.0,1007.53,1007.53,642.32,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.0,0.0,2026-08-10T14:00:00.979924Z,2026-08-12T14:00:00Z,True
KXHIGHTATL-26AUG11-B95.5,active,,0.14,0.17,0.01,7.09,0.83,0.86,0.13,0.0,733.51,733.51,513.87,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.0,0.0,2026-08-10T14:00:00.979924Z,2026-08-12T14:00:00Z,True
KXHIGHTATL-26AUG11-B93.5,active,,0.42,0.44,1.0,150.0,0.56,0.58,0.43,0.0,597.07,596.07,552.93,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.0,0.0,2026-08-10T14:00:00.979924Z,2026-08-12T14:00:00Z,True
KXHIGHTATL-26AUG11-B91.5,active,,0.29,0.32,2.54,7.0,0.68,0.71,0.27,0.0,480.42,480.42,308.84,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.0,0.0,2026-08-10T14:00:00.979924Z,2026-08-12T14:00:00Z,True
KXHIGHTATL-26AUG11-B89.5,active,,0.1,0.11,0.4,108.78,0.89,0.9,0.11,0.0,304.69,304.69,86.45,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.0,0.0,2026-08-10T14:00:00.979924Z,2026-08-12T14:00:00Z,True
KXHIGHTATL-26AUG10-T95,active,,0.0,0.01,0.0,14492.82,0.99,1.0,0.01,0.03,3803.73,3572.72,3040.46,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.03,0.04,2026-08-09T14:00:00.935691Z,2026-08-11T14:00:00Z,True
KXHIGHTATL-26AUG10-T88,active,,0.0,0.01,0.0,181490.12,0.99,1.0,0.01,0.03,953.25,568.25,671.48,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.03,0.04,2026-08-09T14:00:00.935691Z,2026-08-11T14:00:00Z,True
KXHIGHTATL-26AUG10-B94.5,active,,0.99,1.0,13794.85,0.0,0.0,0.01,0.99,0.08,10454.18,9887.32,6223.13,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.07,0.08,2026-08-09T14:00:00.935691Z,2026-08-11T14:00:00Z,True
KXHIGHTATL-26AUG10-B92.5,active,,0.0,0.01,0.0,148333.11,0.99,1.0,0.01,0.45,7386.57,7015.33,5149.62,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.44,0.45,2026-08-09T14:00:00.935691Z,2026-08-11T14:00:00Z,True
KXHIGHTATL-26AUG10-B90.5,active,,0.0,0.01,0.0,194387.58,0.99,1.0,0.01,0.32,4638.0,4397.81,2710.67,0.0,2026-08-11T02:35:44.245254+00:00,,,,,0.3,0.31,2026-08-09T14:00:00.935691Z,2026-08-11T14:00:00Z,True
