ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHAUS-26AUG16-T98,active,,0.0,0.01,0.0,207.31,0.99,1.0,0.01,0.0,1051.0,1051.0,1051.0,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.0,2026-08-15T14:00:00.993884Z,2026-08-17T14:00:00Z,True
KXHIGHAUS-26AUG16-T105,active,,0.0,0.01,0.0,288.85,0.99,1.0,0.01,0.0,767.0,767.0,763.0,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.0,2026-08-15T14:00:00.993884Z,2026-08-17T14:00:00Z,True
KXHIGHAUS-26AUG16-B98.5,active,,0.01,0.03,1085.0,10.0,0.97,0.99,0.01,0.0,617.63,617.63,613.63,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.0,2026-08-15T14:00:00.993884Z,2026-08-17T14:00:00Z,True
KXHIGHAUS-26AUG16-B104.5,active,,0.29,0.31,4.0,1.0,0.69,0.71,0.31,0.0,4332.63,4332.63,3821.61,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.0,2026-08-15T14:00:00.993884Z,2026-08-17T14:00:00Z,True
KXHIGHAUS-26AUG16-B102.5,active,,0.41,0.42,23.0,86.0,0.58,0.59,0.43,0.0,4331.77,4331.77,2534.31,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.0,2026-08-15T14:00:00.993884Z,2026-08-17T14:00:00Z,True
KXHIGHAUS-26AUG16-B100.5,active,,0.23,0.24,7.0,12.0,0.76,0.77,0.25,0.0,951.68,951.68,903.68,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.0,2026-08-15T14:00:00.993884Z,2026-08-17T14:00:00Z,True
KXHIGHAUS-26AUG15-T98,active,,0.0,0.01,0.0,96420.89,0.99,1.0,0.01,0.01,2949.04,2184.37,2822.85,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.01,0.02,2026-08-14T14:40:28.258147Z,2026-08-16T14:40:28Z,True
KXHIGHAUS-26AUG15-T105,active,,0.0,0.01,0.0,11213.71,0.99,1.0,0.01,0.01,917.23,485.23,917.23,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.0,0.01,2026-08-14T14:40:28.258147Z,2026-08-16T14:40:28Z,True
KXHIGHAUS-26AUG15-B98.5,active,,0.0,0.01,0.0,119784.35,0.99,1.0,0.01,0.02,5756.01,4859.44,4873.4,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.03,0.04,2026-08-14T14:40:28.258147Z,2026-08-16T14:40:28Z,True
KXHIGHAUS-26AUG15-B104.5,active,,0.0,0.01,0.0,22779.0,0.99,1.0,0.01,0.01,6529.09,5784.42,4328.9,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.01,0.02,2026-08-14T14:40:28.258147Z,2026-08-16T14:40:28Z,True
KXHIGHAUS-26AUG15-B102.5,active,,0.99,1.0,11735.04,0.0,0.0,0.01,0.99,0.65,26523.59,19814.28,13092.55,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.65,0.7,2026-08-14T14:40:28.258147Z,2026-08-16T14:40:28Z,True
KXHIGHAUS-26AUG15-B100.5,active,,0.0,0.01,0.0,102449.59,0.99,1.0,0.01,0.3,20014.14,18167.56,13719.39,0.0,2026-08-16T02:05:22.102784+00:00,,,,,0.27,0.31,2026-08-14T14:40:28.258147Z,2026-08-16T14:40:28Z,True
KXHIGHAUS-26AUG14-T95,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1973.33,62.0,1952.52,0.0,2026-08-16T02:05:22.102784+00:00,98.00,98.0,2026-08-15T17:15:42.34896Z,0.0,0.0,0.01,2026-08-15T17:15:42.360415Z,2026-08-15T17:13:32Z,True
KXHIGHAUS-26AUG14-T102,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1554.89,0.0,1280.54,0.0,2026-08-16T02:05:22.102784+00:00,98.00,98.0,2026-08-15T17:15:42.34896Z,0.0,0.0,0.01,2026-08-15T17:15:42.360415Z,2026-08-15T17:13:32Z,True
KXHIGHAUS-26AUG14-B99.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,18805.73,50.0,11218.3,0.0,2026-08-16T02:05:22.102784+00:00,98.00,98.0,2026-08-15T17:15:42.34896Z,0.0,0.0,0.01,2026-08-15T17:15:42.360415Z,2026-08-15T17:13:32Z,True
KXHIGHAUS-26AUG14-B97.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,19157.78,331.88,8540.04,0.0,2026-08-16T02:05:22.102784+00:00,98.00,98.0,2026-08-15T17:15:42.34896Z,1.0,0.99,1.0,2026-08-15T17:15:42.360415Z,2026-08-15T17:13:32Z,True
KXHIGHAUS-26AUG14-B95.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7072.07,176.0,5915.37,0.0,2026-08-16T02:05:22.102784+00:00,98.00,98.0,2026-08-15T17:15:42.34896Z,0.0,0.0,0.01,2026-08-15T17:15:42.360415Z,2026-08-15T17:13:32Z,True
KXHIGHAUS-26AUG14-B101.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,10656.5,807.47,5892.05,0.0,2026-08-16T02:05:22.102784+00:00,98.00,98.0,2026-08-15T17:15:42.34896Z,0.0,0.0,0.01,2026-08-15T17:15:42.360415Z,2026-08-15T17:13:32Z,True
KXHIGHAUS-26AUG13-T99,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,6260.78,0.0,6115.24,0.0,2026-08-16T02:05:22.102784+00:00,102.00,102.0,2026-08-14T12:05:24.399393Z,0.0,0.0,1.0,2026-08-14T12:05:24.433934Z,2026-08-13T14:00:00Z,True
KXHIGHAUS-26AUG13-T106,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1047.59,0.0,1044.59,0.0,2026-08-16T02:05:22.102784+00:00,102.00,102.0,2026-08-14T12:05:24.399393Z,0.0,0.0,1.0,2026-08-14T12:05:24.433934Z,2026-08-13T14:00:00Z,True
KXHIGHAUS-26AUG13-B99.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7695.78,0.0,6579.46,0.0,2026-08-16T02:05:22.102784+00:00,102.00,102.0,2026-08-14T12:05:24.399393Z,0.0,0.0,1.0,2026-08-14T12:05:24.433934Z,2026-08-13T14:00:00Z,True
KXHIGHAUS-26AUG13-B105.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,4012.8,0.0,3653.6,0.0,2026-08-16T02:05:22.102784+00:00,102.00,102.0,2026-08-14T12:05:24.399393Z,0.0,0.0,1.0,2026-08-14T12:05:24.433934Z,2026-08-13T14:00:00Z,True
KXHIGHAUS-26AUG13-B103.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,17435.45,0.0,9568.92,0.0,2026-08-16T02:05:22.102784+00:00,102.00,102.0,2026-08-14T12:05:24.399393Z,0.0,0.0,1.0,2026-08-14T12:05:24.433934Z,2026-08-13T14:00:00Z,True
