ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTHOU-26SEP01-T96,active,,0.0,0.02,0.0,650.0,0.98,1.0,0.01,0.0,735.94,735.94,726.88,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.0,2026-08-31T14:00:01.698966Z,2026-09-02T14:00:00Z,True
KXHIGHTHOU-26SEP01-T89,active,,0.68,0.74,15.1,6.0,0.26,0.32,0.68,0.0,882.74,880.74,718.96,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.0,2026-08-31T14:00:01.698966Z,2026-09-02T14:00:00Z,True
KXHIGHTHOU-26SEP01-B95.5,active,,0.01,0.02,5.0,80.0,0.98,0.99,0.02,0.0,750.88,750.88,741.88,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.0,2026-08-31T14:00:01.698966Z,2026-09-02T14:00:00Z,True
KXHIGHTHOU-26SEP01-B93.5,active,,0.03,0.04,0.01,104.37,0.96,0.97,0.04,0.0,292.0,292.0,278.0,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.0,2026-08-31T14:00:01.698966Z,2026-09-02T14:00:00Z,True
KXHIGHTHOU-26SEP01-B91.5,active,,0.06,0.11,102.0,2.0,0.89,0.94,0.1,0.0,468.58,468.58,329.15,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.0,2026-08-31T14:00:01.698966Z,2026-09-02T14:00:00Z,True
KXHIGHTHOU-26SEP01-B89.5,active,,0.16,0.19,1.0,6.0,0.81,0.84,0.2,0.0,570.16,570.16,521.16,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.0,2026-08-31T14:00:01.698966Z,2026-09-02T14:00:00Z,True
KXHIGHTHOU-26AUG31-T94,active,,0.99,1.0,7329.71,0.0,0.0,0.01,0.99,0.13,14145.36,13854.24,7300.59,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.13,0.17,2026-08-30T14:00:01.716749Z,2026-09-01T14:00:00Z,True
KXHIGHTHOU-26AUG31-T101,active,,0.0,0.01,0.0,19637.89,0.99,1.0,0.01,0.01,146.0,0.0,146.0,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.01,2026-08-30T14:00:01.716749Z,2026-09-01T14:00:00Z,True
KXHIGHTHOU-26AUG31-B98.5,active,,0.0,0.01,0.0,15222.66,0.99,1.0,0.01,0.06,2324.17,2267.86,1774.1,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.05,0.06,2026-08-30T14:00:01.716749Z,2026-09-01T14:00:00Z,True
KXHIGHTHOU-26AUG31-B96.5,active,,0.0,0.01,0.0,11999.65,0.99,1.0,0.01,0.44,6389.81,5893.04,3252.0,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.38,0.44,2026-08-30T14:00:01.716749Z,2026-09-01T14:00:00Z,True
KXHIGHTHOU-26AUG31-B94.5,active,,0.0,0.01,0.0,8414.39,0.99,1.0,0.01,0.41,9240.07,8827.73,5474.82,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.4,0.41,2026-08-30T14:00:01.716749Z,2026-09-01T14:00:00Z,True
KXHIGHTHOU-26AUG31-B100.5,active,,0.0,0.01,0.0,12636.56,0.99,1.0,0.01,0.01,2720.5,2524.98,2720.5,0.0,2026-09-01T00:03:27.345866+00:00,,,,,0.0,0.02,2026-08-30T14:00:01.716749Z,2026-09-01T14:00:00Z,True
KXHIGHTHOU-26AUG30-T99,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,4212.58,0.0,3588.58,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-31T12:12:51.101581Z,0.0,0.0,0.01,2026-08-31T12:12:51.130146Z,2026-08-31T14:00:00Z,True
KXHIGHTHOU-26AUG30-T92,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.03,0.03,1775.25,0.0,1724.25,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-31T12:12:51.101581Z,0.0,0.0,0.01,2026-08-31T12:12:51.130146Z,2026-08-31T14:00:00Z,True
KXHIGHTHOU-26AUG30-B98.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,8838.75,0.0,6260.75,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-31T12:12:51.101581Z,0.0,0.0,0.01,2026-08-31T12:12:51.130146Z,2026-08-31T14:00:00Z,True
KXHIGHTHOU-26AUG30-B96.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,12990.08,435.47,8067.59,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-31T12:12:51.101581Z,1.0,0.99,1.0,2026-08-31T12:12:51.130146Z,2026-08-31T14:00:00Z,True
KXHIGHTHOU-26AUG30-B94.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,19755.79,0.0,15250.66,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-31T12:12:51.101581Z,0.0,0.0,0.01,2026-08-31T12:12:51.130146Z,2026-08-31T14:00:00Z,True
KXHIGHTHOU-26AUG30-B92.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2796.16,0.0,2253.87,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-31T12:12:51.101581Z,0.0,0.0,0.01,2026-08-31T12:12:51.130146Z,2026-08-31T14:00:00Z,True
KXHIGHTHOU-26AUG29-T99,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2351.62,0.0,1841.54,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-30T12:12:41.100357Z,0.0,0.0,1.0,2026-08-30T12:12:41.107584Z,2026-08-30T14:00:00Z,True
KXHIGHTHOU-26AUG29-T92,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2619.07,0.0,2223.07,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-30T12:12:41.100357Z,0.0,0.0,1.0,2026-08-30T12:12:41.107584Z,2026-08-30T14:00:00Z,True
KXHIGHTHOU-26AUG29-B98.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,4469.72,0.0,3052.33,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-30T12:12:41.100357Z,0.0,0.0,1.0,2026-08-30T12:12:41.107584Z,2026-08-30T14:00:00Z,True
KXHIGHTHOU-26AUG29-B96.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,7582.42,0.0,4960.3,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-30T12:12:41.100357Z,1.0,0.0,1.0,2026-08-30T12:12:41.107584Z,2026-08-30T14:00:00Z,True
KXHIGHTHOU-26AUG29-B94.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7231.52,0.0,5638.82,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-30T12:12:41.100357Z,0.0,0.0,1.0,2026-08-30T12:12:41.107584Z,2026-08-30T14:00:00Z,True
KXHIGHTHOU-26AUG29-B92.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,8166.5,0.0,7412.05,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-30T12:12:41.100357Z,0.0,0.0,1.0,2026-08-30T12:12:41.107584Z,2026-08-30T14:00:00Z,True
KXHIGHTHOU-26AUG28-T97,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,9829.39,0.0,6755.8,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-29T12:13:01.099386Z,0.0,0.0,1.0,2026-08-29T12:13:01.10661Z,2026-08-29T14:00:00Z,True
KXHIGHTHOU-26AUG28-T90,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,4702.77,0.0,4695.77,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-29T12:13:01.099386Z,0.0,0.0,1.0,2026-08-29T12:13:01.10661Z,2026-08-29T14:00:00Z,True
KXHIGHTHOU-26AUG28-B96.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,9181.05,0.0,6695.46,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-29T12:13:01.099386Z,1.0,0.0,1.0,2026-08-29T12:13:01.10661Z,2026-08-29T14:00:00Z,True
KXHIGHTHOU-26AUG28-B94.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,31959.54,0.0,28804.86,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-29T12:13:01.099386Z,0.0,0.0,1.0,2026-08-29T12:13:01.10661Z,2026-08-29T14:00:00Z,True
KXHIGHTHOU-26AUG28-B92.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7085.15,0.0,6104.42,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-29T12:13:01.099386Z,0.0,0.0,1.0,2026-08-29T12:13:01.10661Z,2026-08-29T14:00:00Z,True
KXHIGHTHOU-26AUG28-B90.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2336.22,0.0,1897.41,0.0,2026-09-01T00:03:27.345866+00:00,96.00,96.0,2026-08-29T12:13:01.099386Z,0.0,0.0,1.0,2026-08-29T12:13:01.10661Z,2026-08-29T14:00:00Z,True
KXHIGHTHOU-26AUG27-T96,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,14153.15,0.0,7943.88,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-28T12:12:35.700004Z,0.0,0.0,1.0,2026-08-28T12:12:35.733571Z,2026-08-28T14:00:00Z,True
KXHIGHTHOU-26AUG27-T103,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,502.19,0.0,502.19,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-28T12:12:35.700004Z,0.0,0.0,1.0,2026-08-28T12:12:35.733571Z,2026-08-28T14:00:00Z,True
KXHIGHTHOU-26AUG27-B98.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,8943.53,0.0,4630.44,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-28T12:12:35.700004Z,0.0,0.0,1.0,2026-08-28T12:12:35.733571Z,2026-08-28T14:00:00Z,True
KXHIGHTHOU-26AUG27-B96.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,16275.91,0.0,9040.14,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-28T12:12:35.700004Z,1.0,0.0,1.0,2026-08-28T12:12:35.733571Z,2026-08-28T14:00:00Z,True
KXHIGHTHOU-26AUG27-B102.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1451.97,0.0,1440.23,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-28T12:12:35.700004Z,0.0,0.0,1.0,2026-08-28T12:12:35.733571Z,2026-08-28T14:00:00Z,True
KXHIGHTHOU-26AUG27-B100.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2837.74,0.0,2212.98,0.0,2026-09-01T00:03:27.345866+00:00,97.00,97.0,2026-08-28T12:12:35.700004Z,0.0,0.0,1.0,2026-08-28T12:12:35.733571Z,2026-08-28T14:00:00Z,True
KXHIGHTHOU-26AUG26-T99,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,20560.21,0.0,14723.93,0.0,2026-09-01T00:03:27.345866+00:00,99.00,99.0,2026-08-27T12:12:45.701406Z,0.0,0.0,1.0,2026-08-27T12:12:45.734032Z,2026-08-27T14:00:00Z,True
KXHIGHTHOU-26AUG26-T106,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,176.0,0.0,170.0,0.0,2026-09-01T00:03:27.345866+00:00,99.00,99.0,2026-08-27T12:12:45.701406Z,0.0,0.0,1.0,2026-08-27T12:12:45.734032Z,2026-08-27T14:00:00Z,True
KXHIGHTHOU-26AUG26-B99.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,9390.23,0.0,6296.3,0.0,2026-09-01T00:03:27.345866+00:00,99.00,99.0,2026-08-27T12:12:45.701406Z,1.0,0.0,1.0,2026-08-27T12:12:45.734032Z,2026-08-27T14:00:00Z,True
KXHIGHTHOU-26AUG26-B105.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,454.77,0.0,452.77,0.0,2026-09-01T00:03:27.345866+00:00,99.00,99.0,2026-08-27T12:12:45.701406Z,0.0,0.0,1.0,2026-08-27T12:12:45.734032Z,2026-08-27T14:00:00Z,True
KXHIGHTHOU-26AUG26-B103.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1802.37,0.0,1283.6,0.0,2026-09-01T00:03:27.345866+00:00,99.00,99.0,2026-08-27T12:12:45.701406Z,0.0,0.0,1.0,2026-08-27T12:12:45.734032Z,2026-08-27T14:00:00Z,True
KXHIGHTHOU-26AUG26-B101.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,6206.84,0.0,4310.5,0.0,2026-09-01T00:03:27.345866+00:00,99.00,99.0,2026-08-27T12:12:45.701406Z,0.0,0.0,1.0,2026-08-27T12:12:45.734032Z,2026-08-27T14:00:00Z,True
KXHIGHTHOU-26AUG25-T97,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,8672.59,0.0,4725.88,0.0,2026-09-01T00:03:27.345866+00:00,98.00,98.0,2026-08-26T12:17:07.047299Z,0.0,0.0,1.0,2026-08-26T12:17:07.077161Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-T104,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,328.51,0.0,328.51,0.0,2026-09-01T00:03:27.345866+00:00,98.00,98.0,2026-08-26T12:17:07.047299Z,0.0,0.0,1.0,2026-08-26T12:17:07.077161Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B99.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,16405.46,0.0,9120.2,0.0,2026-09-01T00:03:27.345866+00:00,98.00,98.0,2026-08-26T12:17:07.047299Z,0.0,0.0,1.0,2026-08-26T12:17:07.077161Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B97.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,24061.9,0.0,11099.15,0.0,2026-09-01T00:03:27.345866+00:00,98.00,98.0,2026-08-26T12:17:07.047299Z,1.0,0.0,1.0,2026-08-26T12:17:07.077161Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B103.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,392.13,0.0,389.13,0.0,2026-09-01T00:03:27.345866+00:00,98.00,98.0,2026-08-26T12:17:07.047299Z,0.0,0.0,1.0,2026-08-26T12:17:07.077161Z,2026-08-26T14:00:00Z,True
KXHIGHTHOU-26AUG25-B101.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2393.47,0.0,2048.99,0.0,2026-09-01T00:03:27.345866+00:00,98.00,98.0,2026-08-26T12:17:07.047299Z,0.0,0.0,1.0,2026-08-26T12:17:07.077161Z,2026-08-26T14:00:00Z,True
