ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHMIA-26AUG04-T93,active,,0.04,0.05,361.46,97.9,0.95,0.96,0.04,0.0,412.3,403.61,412.3,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG04-T86,active,,0.0,0.01,0.0,22.69,0.99,1.0,0.01,0.0,632.61,632.61,632.61,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG04-B92.5,active,,0.35,0.36,445.14,9.33,0.64,0.65,0.36,0.0,960.67,955.98,940.96,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG04-B90.5,active,,0.48,0.49,23.31,115.88,0.51,0.52,0.48,0.0,1467.89,1463.2,1267.62,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG04-B88.5,active,,0.15,0.16,1.6,4.78,0.84,0.85,0.15,0.0,1524.94,1511.94,1058.38,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG04-B86.5,active,,0.01,0.02,857.31,21.27,0.98,0.99,0.01,0.0,255.22,250.53,245.17,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG03-T95,active,,0.0,0.01,0.0,22132.77,0.99,1.0,0.01,0.01,7215.42,6550.26,4197.63,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG03-T88,active,,0.0,0.01,0.0,103530.95,0.99,1.0,0.01,0.01,3962.33,3527.17,3945.19,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG03-B94.5,active,,0.0,0.01,0.0,38393.66,0.99,1.0,0.01,0.11,19191.38,18667.86,11087.78,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG03-B92.5,active,,0.99,1.0,65678.22,0.0,0.0,0.01,0.99,0.49,42655.86,42067.39,15095.35,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG03-B90.5,active,,0.0,0.01,0.0,197490.04,0.99,1.0,0.01,0.38,34701.98,34530.74,23797.24,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG03-B88.5,active,,0.0,0.01,0.0,198505.58,0.99,1.0,0.01,0.06,16774.29,16136.8,13020.65,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
KXHIGHMIA-26AUG02-T95,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,3481.49,0.0,2990.57,0.0,2026-08-03T21:03:52.245799+00:00,,,,,,,,,
