ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHTSFO-26AUG18-T75,active,,0.07,0.08,14.9,200.0,0.92,0.93,0.07,0.0,799.7,799.7,739.7,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.0,0.0,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSFO-26AUG18-T68,active,,0.04,0.05,52.28,2.84,0.95,0.96,0.04,0.0,732.58,732.58,698.73,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.0,0.0,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSFO-26AUG18-B74.5,active,,0.09,0.1,66.84,25.0,0.9,0.91,0.11,0.0,286.16,286.16,249.15,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.0,0.0,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSFO-26AUG18-B72.5,active,,0.39,0.42,12.0,15.0,0.58,0.61,0.41,0.0,708.61,704.04,679.61,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.0,0.0,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSFO-26AUG18-B70.5,active,,0.34,0.35,13.0,56.0,0.65,0.66,0.34,0.0,656.44,656.44,621.0,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.0,0.0,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSFO-26AUG18-B68.5,active,,0.06,0.09,4.38,5.01,0.91,0.94,0.08,0.0,272.78,250.78,211.55,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.0,0.0,2026-08-17T14:00:01.646332Z,2026-08-19T14:00:00Z,True
KXHIGHTSFO-26AUG17-T74,active,,0.0,0.01,0.0,17560.68,0.99,1.0,0.01,0.04,3089.93,2774.59,1835.93,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.03,0.04,2026-08-16T14:00:00.973924Z,2026-08-18T14:00:00Z,True
KXHIGHTSFO-26AUG17-T67,active,,0.0,0.01,0.0,127014.48,0.99,1.0,0.01,0.04,1747.57,1438.15,1566.24,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.04,0.08,2026-08-16T14:00:00.973924Z,2026-08-18T14:00:00Z,True
KXHIGHTSFO-26AUG17-B73.5,active,,0.0,0.01,0.0,24185.27,0.99,1.0,0.01,0.1,11392.95,10880.97,6597.83,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.07,0.11,2026-08-16T14:00:00.973924Z,2026-08-18T14:00:00Z,True
KXHIGHTSFO-26AUG17-B71.5,active,,0.99,1.0,23530.09,0.0,0.0,0.01,0.99,0.25,10318.87,9672.98,6351.81,0.0,2026-08-18T01:57:59.973491+00:00,,,,,0.24,0.28,2026-08-16T14:00:00.973924Z,2026-08-18T14:00:00Z,True
