ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHMIA-26AUG08-T94,active,,0.01,0.02,879.0,4896.21,0.98,0.99,0.02,0.0,645.83,645.83,428.83,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-08T14:00:00Z,True
KXHIGHMIA-26AUG08-T87,active,,0.0,0.01,0.0,4947.52,0.99,1.0,0.01,0.0,649.04,649.04,648.04,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-08T14:00:00Z,True
KXHIGHMIA-26AUG08-B93.5,active,,0.3,0.32,5.0,59.37,0.68,0.7,0.31,0.0,2030.16,1998.7,1508.29,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-08T14:00:00Z,True
KXHIGHMIA-26AUG08-B91.5,active,,0.51,0.52,18.1,62.14,0.48,0.49,0.52,0.0,1272.71,1270.85,1100.69,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-08T14:00:00Z,True
KXHIGHMIA-26AUG08-B89.5,active,,0.16,0.17,8.46,109.45,0.83,0.84,0.17,0.0,1085.18,1079.63,1043.67,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-08T14:00:00Z,True
KXHIGHMIA-26AUG08-B87.5,active,,0.01,0.02,48.46,4984.61,0.98,0.99,0.01,0.0,819.65,819.65,819.65,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.0,2026-08-07T14:00:08.46871Z,2026-08-08T14:00:00Z,True
KXHIGHMIA-26AUG07-T93,active,,0.0,0.01,0.0,31367.01,0.99,1.0,0.01,0.05,5292.89,5024.82,4614.58,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.04,0.05,2026-08-06T14:00:01.078314Z,2026-08-07T14:00:00Z,True
KXHIGHMIA-26AUG07-T86,active,,0.0,0.01,0.0,177896.71,0.99,1.0,0.01,0.01,1393.9,448.6,1393.9,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.0,0.01,2026-08-06T14:00:01.078314Z,2026-08-07T14:00:00Z,True
KXHIGHMIA-26AUG07-B92.5,active,,0.0,0.01,0.0,47672.45,0.99,1.0,0.01,0.15,26535.51,24903.43,10396.6,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.13,0.15,2026-08-06T14:00:01.078314Z,2026-08-07T14:00:00Z,True
KXHIGHMIA-26AUG07-B90.5,active,,0.99,1.0,44608.26,0.0,0.0,0.01,0.99,0.57,31645.53,29741.52,13152.05,0.0,2026-08-08T02:29:30.455170+00:00,,,,,0.56,0.57,2026-08-06T14:00:01.078314Z,2026-08-07T14:00:00Z,True
