ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHLAX-26AUG24-T87,active,,0.11,0.13,4.0,237.27,0.87,0.89,0.11,0.0,12813.36,12813.36,10878.58,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.0,2026-08-23T14:00:02.877435Z,2026-08-25T14:00:00Z,True
KXHIGHLAX-26AUG24-T80,active,,0.0,0.01,0.0,738.07,0.99,1.0,0.01,0.0,10592.0,10592.0,10510.0,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.0,2026-08-23T14:00:02.877435Z,2026-08-25T14:00:00Z,True
KXHIGHLAX-26AUG24-B86.5,active,,0.19,0.2,176.91,291.0,0.8,0.81,0.19,0.0,3978.77,3978.77,2733.72,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.0,2026-08-23T14:00:02.877435Z,2026-08-25T14:00:00Z,True
KXHIGHLAX-26AUG24-B84.5,active,,0.45,0.46,97.63,54.0,0.54,0.55,0.46,0.0,5478.89,5478.89,2975.02,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.0,2026-08-23T14:00:02.877435Z,2026-08-25T14:00:00Z,True
KXHIGHLAX-26AUG24-B82.5,active,,0.24,0.25,277.0,6.0,0.75,0.76,0.24,0.0,7167.24,7143.46,6547.39,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.0,2026-08-23T14:00:02.877435Z,2026-08-25T14:00:00Z,True
KXHIGHLAX-26AUG24-B80.5,active,,0.04,0.05,516.55,264.0,0.95,0.96,0.05,0.0,6697.24,6697.24,6663.7,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.0,2026-08-23T14:00:02.877435Z,2026-08-25T14:00:00Z,True
KXHIGHLAX-26AUG23-T84,active,,0.99,1.0,315268.42,0.0,0.0,0.01,0.99,0.39,108741.29,97298.33,42953.14,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.38,0.4,2026-08-22T14:00:02.718195Z,2026-08-24T14:00:00Z,True
KXHIGHLAX-26AUG23-T77,active,,0.0,0.01,0.0,221147.68,0.99,1.0,0.01,0.01,2501.21,188.02,2427.21,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.0,0.01,2026-08-22T14:00:02.718195Z,2026-08-24T14:00:00Z,True
KXHIGHLAX-26AUG23-B83.5,active,,0.0,0.01,0.0,314878.77,0.99,1.0,0.01,0.43,74742.78,68451.36,49830.3,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.41,0.43,2026-08-22T14:00:02.718195Z,2026-08-24T14:00:00Z,True
KXHIGHLAX-26AUG23-B81.5,active,,0.0,0.01,0.0,192848.94,0.99,1.0,0.01,0.18,46765.75,41195.88,28633.25,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.15,0.17,2026-08-22T14:00:02.718195Z,2026-08-24T14:00:00Z,True
KXHIGHLAX-26AUG23-B79.5,active,,0.0,0.01,0.0,151690.85,0.99,1.0,0.01,0.05,13169.77,8087.35,10957.0,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.04,0.05,2026-08-22T14:00:02.718195Z,2026-08-24T14:00:00Z,True
KXHIGHLAX-26AUG23-B77.5,active,,0.0,0.01,0.0,208198.52,0.99,1.0,0.01,0.02,6076.66,4110.81,5858.06,0.0,2026-08-24T02:13:02.880103+00:00,,,,,0.01,0.02,2026-08-22T14:00:02.718195Z,2026-08-24T14:00:00Z,True
KXHIGHLAX-26AUG22-T83,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,158373.56,28244.48,98920.19,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-23T14:11:37.087311Z,0.0,0.0,0.01,2026-08-23T14:11:37.113682Z,2026-08-23T14:00:00Z,True
KXHIGHLAX-26AUG22-T76,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7349.93,0.0,7349.93,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-23T14:11:37.087311Z,0.0,0.0,0.01,2026-08-23T14:11:37.113682Z,2026-08-23T14:00:00Z,True
KXHIGHLAX-26AUG22-B82.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,56577.93,1415.8,24368.12,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-23T14:11:37.087311Z,1.0,0.99,1.0,2026-08-23T14:11:37.113682Z,2026-08-23T14:00:00Z,True
KXHIGHLAX-26AUG22-B80.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,59601.6,1656.37,45154.87,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-23T14:11:37.087311Z,0.0,0.0,0.01,2026-08-23T14:11:37.113682Z,2026-08-23T14:00:00Z,True
KXHIGHLAX-26AUG22-B78.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,73865.43,199.66,50634.52,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-23T14:11:37.087311Z,0.0,0.0,0.01,2026-08-23T14:11:37.113682Z,2026-08-23T14:00:00Z,True
KXHIGHLAX-26AUG22-B76.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,23878.92,123.43,19898.22,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-23T14:11:37.087311Z,0.0,0.0,0.01,2026-08-23T14:11:37.113682Z,2026-08-23T14:00:00Z,True
KXHIGHLAX-26AUG21-T83,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,246590.42,0.0,138554.05,0.0,2026-08-24T02:13:02.880103+00:00,83.00,83.0,2026-08-22T14:11:37.088842Z,0.0,0.0,1.0,2026-08-22T14:11:37.108516Z,2026-08-22T14:00:00Z,True
KXHIGHLAX-26AUG21-T76,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7274.94,0.0,6271.63,0.0,2026-08-24T02:13:02.880103+00:00,83.00,83.0,2026-08-22T14:11:37.088842Z,0.0,0.0,1.0,2026-08-22T14:11:37.108516Z,2026-08-22T14:00:00Z,True
KXHIGHLAX-26AUG21-B82.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,121506.08,0.0,43520.02,0.0,2026-08-24T02:13:02.880103+00:00,83.00,83.0,2026-08-22T14:11:37.088842Z,1.0,0.0,1.0,2026-08-22T14:11:37.108516Z,2026-08-22T14:00:00Z,True
KXHIGHLAX-26AUG21-B80.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,153477.64,0.0,94473.87,0.0,2026-08-24T02:13:02.880103+00:00,83.00,83.0,2026-08-22T14:11:37.088842Z,0.0,0.0,1.0,2026-08-22T14:11:37.108516Z,2026-08-22T14:00:00Z,True
KXHIGHLAX-26AUG21-B78.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,291421.6,0.0,239525.98,0.0,2026-08-24T02:13:02.880103+00:00,83.00,83.0,2026-08-22T14:11:37.088842Z,0.0,0.0,1.0,2026-08-22T14:11:37.108516Z,2026-08-22T14:00:00Z,True
KXHIGHLAX-26AUG21-B76.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,23204.18,0.0,18107.62,0.0,2026-08-24T02:13:02.880103+00:00,83.00,83.0,2026-08-22T14:11:37.088842Z,0.0,0.0,1.0,2026-08-22T14:11:37.108516Z,2026-08-22T14:00:00Z,True
KXHIGHLAX-26AUG20-T84,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,198843.73,0.0,175952.17,0.0,2026-08-24T02:13:02.880103+00:00,77.00,77.0,2026-08-21T14:21:07.044147Z,0.0,0.0,1.0,2026-08-21T14:21:07.100255Z,2026-08-21T14:00:00Z,True
KXHIGHLAX-26AUG20-T77,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,232995.77,0.0,220955.85,0.0,2026-08-24T02:13:02.880103+00:00,77.00,77.0,2026-08-21T14:21:07.044147Z,0.0,0.0,1.0,2026-08-21T14:21:07.100255Z,2026-08-21T14:00:00Z,True
KXHIGHLAX-26AUG20-B83.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,43927.27,0.0,30812.82,0.0,2026-08-24T02:13:02.880103+00:00,77.00,77.0,2026-08-21T14:21:07.044147Z,0.0,0.0,1.0,2026-08-21T14:21:07.100255Z,2026-08-21T14:00:00Z,True
KXHIGHLAX-26AUG20-B81.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,66297.39,0.0,39299.44,0.0,2026-08-24T02:13:02.880103+00:00,77.00,77.0,2026-08-21T14:21:07.044147Z,0.0,0.0,1.0,2026-08-21T14:21:07.100255Z,2026-08-21T14:00:00Z,True
KXHIGHLAX-26AUG20-B79.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,94902.49,0.0,38255.77,0.0,2026-08-24T02:13:02.880103+00:00,77.00,77.0,2026-08-21T14:21:07.044147Z,0.0,0.0,1.0,2026-08-21T14:21:07.100255Z,2026-08-21T14:00:00Z,True
KXHIGHLAX-26AUG20-B77.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,208531.48,0.0,81424.36,0.0,2026-08-24T02:13:02.880103+00:00,77.00,77.0,2026-08-21T14:21:07.044147Z,1.0,0.0,1.0,2026-08-21T14:21:07.100255Z,2026-08-21T14:00:00Z,True
KXHIGHLAX-26AUG19-T83,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,150648.71,0.0,87195.73,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-20T14:21:17.041482Z,0.0,0.0,0.01,2026-08-20T14:21:17.081405Z,2026-08-20T14:00:00Z,True
KXHIGHLAX-26AUG19-T76,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,3381.64,0.0,3381.64,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-20T14:21:17.041482Z,0.0,0.0,0.01,2026-08-20T14:21:17.081405Z,2026-08-20T14:00:00Z,True
KXHIGHLAX-26AUG19-B82.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,84391.24,0.0,50101.6,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-20T14:21:17.041482Z,1.0,0.99,1.0,2026-08-20T14:21:17.081405Z,2026-08-20T14:00:00Z,True
KXHIGHLAX-26AUG19-B80.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,158344.75,0.0,115759.14,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-20T14:21:17.041482Z,0.0,0.0,0.01,2026-08-20T14:21:17.081405Z,2026-08-20T14:00:00Z,True
KXHIGHLAX-26AUG19-B78.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,47285.23,0.0,29977.4,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-20T14:21:17.041482Z,0.0,0.0,0.01,2026-08-20T14:21:17.081405Z,2026-08-20T14:00:00Z,True
KXHIGHLAX-26AUG19-B76.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,34420.94,0.0,31333.39,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-20T14:21:17.041482Z,0.0,0.0,0.01,2026-08-20T14:21:17.081405Z,2026-08-20T14:00:00Z,True
KXHIGHLAX-26AUG18-T82,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,470871.63,0.0,322762.67,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-19T14:20:54.656641Z,0.0,0.0,1.0,2026-08-19T14:20:54.687604Z,2026-08-19T14:00:00Z,True
KXHIGHLAX-26AUG18-T75,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,2798.34,0.0,2798.34,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-19T14:20:54.656641Z,0.0,0.0,1.0,2026-08-19T14:20:54.687604Z,2026-08-19T14:00:00Z,True
KXHIGHLAX-26AUG18-B81.5,finalized,yes,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,222942.25,0.0,85965.29,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-19T14:20:54.656641Z,1.0,0.0,1.0,2026-08-19T14:20:54.687604Z,2026-08-19T14:00:00Z,True
KXHIGHLAX-26AUG18-B79.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,94085.64,0.0,33858.24,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-19T14:20:54.656641Z,0.0,0.0,1.0,2026-08-19T14:20:54.687604Z,2026-08-19T14:00:00Z,True
KXHIGHLAX-26AUG18-B77.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,71005.61,0.0,23455.85,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-19T14:20:54.656641Z,0.0,0.0,1.0,2026-08-19T14:20:54.687604Z,2026-08-19T14:00:00Z,True
KXHIGHLAX-26AUG18-B75.5,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,35332.76,0.0,32858.85,0.0,2026-08-24T02:13:02.880103+00:00,82.00,82.0,2026-08-19T14:20:54.656641Z,0.0,0.0,1.0,2026-08-19T14:20:54.687604Z,2026-08-19T14:00:00Z,True
KXHIGHLAX-26AUG17-T83,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,122185.14,0.0,122185.14,0.0,2026-08-24T02:13:02.880103+00:00,78.00,78.0,2026-08-18T14:21:12.354382Z,0.0,0.0,1.0,2026-08-18T14:21:12.365557Z,2026-08-18T14:00:00Z,True
KXHIGHLAX-26AUG17-T76,finalized,no,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,9644.29,0.0,9541.29,0.0,2026-08-24T02:13:02.880103+00:00,78.00,78.0,2026-08-18T14:21:12.354382Z,0.0,0.0,1.0,2026-08-18T14:21:12.365557Z,2026-08-18T14:00:00Z,True
