fetched_at_utc,series_ticker,city,markets_returned,live_markets,truncated
2026-08-16T04:11:50.401015+00:00,KXHIGHTSEA,Seattle,414,12,False
2026-08-16T04:11:50.401015+00:00,KXHIGHTSFO,San Francisco,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHLAX,Los Angeles,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHAUS,Austin,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHTATL,Atlanta,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHTHOU,Houston,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHMIA,Miami,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHTSEA,Seattle,414,12,False
2026-08-16T04:58:16.601835+00:00,KXHIGHTSFO,San Francisco,414,12,False
2026-08-16T05:53:38.239870+00:00,KXHIGHLAX,Los Angeles,414,12,False
2026-08-16T05:53:38.239870+00:00,KXHIGHAUS,Austin,414,12,False
2026-08-16T05:53:38.239870+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-16T05:53:38.239870+00:00,KXHIGHTHOU,Houston,414,12,False
2026-08-16T05:53:38.239870+00:00,KXHIGHMIA,Miami,414,6,False
2026-08-16T05:53:38.239870+00:00,KXHIGHTSEA,Seattle,414,12,False
2026-08-16T05:53:38.239870+00:00,KXHIGHTSFO,San Francisco,414,12,False
2026-08-16T07:07:59.038395+00:00,KXHIGHLAX,Los Angeles,414,12,False
2026-08-16T07:07:59.038395+00:00,KXHIGHAUS,Austin,414,6,False
2026-08-16T07:07:59.038395+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-16T07:07:59.038395+00:00,KXHIGHTHOU,Houston,414,6,False
2026-08-16T07:07:59.038395+00:00,KXHIGHMIA,Miami,414,6,False
2026-08-16T07:07:59.038395+00:00,KXHIGHTSEA,Seattle,414,12,False
2026-08-16T07:07:59.038395+00:00,KXHIGHTSFO,San Francisco,414,12,False
2026-08-16T07:53:16.760429+00:00,KXHIGHLAX,Los Angeles,414,12,False
2026-08-16T07:53:16.760429+00:00,KXHIGHAUS,Austin,414,6,False
2026-08-16T07:53:16.760429+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-16T07:53:16.760429+00:00,KXHIGHTHOU,Houston,414,6,False
2026-08-16T07:53:16.760429+00:00,KXHIGHMIA,Miami,414,6,False
2026-08-16T07:53:16.760429+00:00,KXHIGHTSEA,Seattle,414,12,False
2026-08-16T07:53:16.760429+00:00,KXHIGHTSFO,San Francisco,414,12,False
2026-08-16T08:55:13.491099+00:00,KXHIGHLAX,Los Angeles,414,6,False
2026-08-16T08:55:13.491099+00:00,KXHIGHAUS,Austin,414,6,False
2026-08-16T08:55:13.491099+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-16T08:55:13.491099+00:00,KXHIGHTHOU,Houston,414,6,False
2026-08-16T08:55:13.491099+00:00,KXHIGHMIA,Miami,414,6,False
2026-08-16T08:55:13.491099+00:00,KXHIGHTSEA,Seattle,414,6,False
2026-08-16T08:55:13.491099+00:00,KXHIGHTSFO,San Francisco,414,6,False
2026-08-16T09:50:14.943058+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T09:50:14.943058+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T09:50:14.943058+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T09:50:14.943058+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T09:50:14.943058+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T09:50:14.943058+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T09:50:14.943058+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T10:47:18.419836+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T11:41:07.668872+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T13:07:39.578722+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T13:52:58.433450+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T14:46:53.511070+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T15:43:57.902921+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T16:48:32.226598+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T17:40:32.933971+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T18:55:02.664056+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T19:41:19.195080+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T20:44:39.397942+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T21:41:52.547575+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T22:43:19.015680+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-16T23:40:42.364169+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T02:02:03.375439+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T03:21:50.912647+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T04:13:18.015468+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T05:08:44.456892+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T05:08:44.456892+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T05:08:44.456892+00:00,KXHIGHTATL,Atlanta,420,6,False
2026-08-17T05:08:44.456892+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T05:08:44.456892+00:00,KXHIGHMIA,Miami,420,6,False
2026-08-17T05:08:44.456892+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T05:08:44.456892+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T05:58:08.572977+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T05:58:08.572977+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T05:58:08.572977+00:00,KXHIGHTATL,Atlanta,420,6,False
2026-08-17T05:58:08.572977+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T05:58:08.572977+00:00,KXHIGHMIA,Miami,420,6,False
2026-08-17T05:58:08.572977+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T05:58:08.572977+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T07:24:27.018851+00:00,KXHIGHLAX,Los Angeles,414,12,False
2026-08-17T07:24:27.018851+00:00,KXHIGHAUS,Austin,414,6,False
2026-08-17T07:24:27.018851+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-17T07:24:27.018851+00:00,KXHIGHTHOU,Houston,414,6,False
2026-08-17T07:24:27.018851+00:00,KXHIGHMIA,Miami,414,6,False
2026-08-17T07:24:27.018851+00:00,KXHIGHTSEA,Seattle,414,12,False
2026-08-17T07:24:27.018851+00:00,KXHIGHTSFO,San Francisco,414,12,False
2026-08-17T09:08:59.986680+00:00,KXHIGHLAX,Los Angeles,414,6,False
2026-08-17T09:08:59.986680+00:00,KXHIGHAUS,Austin,414,6,False
2026-08-17T09:08:59.986680+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-17T09:08:59.986680+00:00,KXHIGHTHOU,Houston,414,6,False
2026-08-17T09:08:59.986680+00:00,KXHIGHMIA,Miami,414,6,False
2026-08-17T09:08:59.986680+00:00,KXHIGHTSEA,Seattle,414,6,False
2026-08-17T09:08:59.986680+00:00,KXHIGHTSFO,San Francisco,414,6,False
2026-08-17T10:05:19.680416+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T10:05:19.680416+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T10:05:19.680416+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T10:05:19.680416+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T10:05:19.680416+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T10:05:19.680416+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T10:05:19.680416+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T10:56:27.009194+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T11:47:16.428751+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T13:14:02.281551+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T13:59:51.579880+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T14:52:59.707652+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T15:46:38.811399+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T16:54:08.832294+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T17:52:13.692668+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T19:05:42.199897+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T19:48:53.616220+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T20:52:15.985790+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T21:49:20.289037+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T22:48:29.712893+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-17T23:44:00.127013+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-18T01:57:59.973491+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-18T03:16:01.877140+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHTATL,Atlanta,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHMIA,Miami,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-18T04:05:37.344650+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-18T05:00:08.640753+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-18T05:00:08.640753+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-18T05:00:08.640753+00:00,KXHIGHTATL,Atlanta,420,6,False
2026-08-18T05:00:08.640753+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-18T05:00:08.640753+00:00,KXHIGHMIA,Miami,420,6,False
2026-08-18T05:00:08.640753+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-18T05:00:08.640753+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-18T05:53:47.826400+00:00,KXHIGHLAX,Los Angeles,420,12,False
2026-08-18T05:53:47.826400+00:00,KXHIGHAUS,Austin,420,12,False
2026-08-18T05:53:47.826400+00:00,KXHIGHTATL,Atlanta,420,6,False
2026-08-18T05:53:47.826400+00:00,KXHIGHTHOU,Houston,420,12,False
2026-08-18T05:53:47.826400+00:00,KXHIGHMIA,Miami,420,6,False
2026-08-18T05:53:47.826400+00:00,KXHIGHTSEA,Seattle,420,12,False
2026-08-18T05:53:47.826400+00:00,KXHIGHTSFO,San Francisco,420,12,False
2026-08-18T07:11:19.511410+00:00,KXHIGHLAX,Los Angeles,414,12,False
2026-08-18T07:11:19.511410+00:00,KXHIGHAUS,Austin,414,6,False
2026-08-18T07:11:19.511410+00:00,KXHIGHTATL,Atlanta,414,6,False
2026-08-18T07:11:19.511410+00:00,KXHIGHTHOU,Houston,414,6,False
2026-08-18T07:11:19.511410+00:00,KXHIGHMIA,Miami,414,6,False
