ticker,status,result,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,fetched_at_utc,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,updated_time,occurrence_datetime,can_close_early
KXHIGHAUS-26AUG22-T109,active,,0.0,0.01,0.0,197.73,0.99,1.0,0.01,0.0,490.0,490.0,490.0,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.0,2026-08-21T14:00:01.378272Z,2026-08-23T14:00:00Z,True
KXHIGHAUS-26AUG22-T102,active,,0.01,0.03,946.43,80.0,0.97,0.99,0.04,0.0,358.6,358.6,348.6,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.0,2026-08-21T14:00:01.378272Z,2026-08-23T14:00:00Z,True
KXHIGHAUS-26AUG22-B108.5,active,,0.02,0.03,26.0,8.0,0.97,0.98,0.03,0.0,496.95,496.95,410.09,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.0,2026-08-21T14:00:01.378272Z,2026-08-23T14:00:00Z,True
KXHIGHAUS-26AUG22-B106.5,active,,0.37,0.42,4.0,1.0,0.58,0.63,0.37,0.0,1607.55,1607.55,1329.92,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.0,2026-08-21T14:00:01.378272Z,2026-08-23T14:00:00Z,True
KXHIGHAUS-26AUG22-B104.5,active,,0.5,0.51,0.02,1.0,0.49,0.5,0.53,0.0,1194.14,1194.14,1075.15,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.0,2026-08-21T14:00:01.378272Z,2026-08-23T14:00:00Z,True
KXHIGHAUS-26AUG22-B102.5,active,,0.03,0.04,1.0,6.0,0.96,0.97,0.03,0.0,526.49,526.49,476.06,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.0,2026-08-21T14:00:01.378272Z,2026-08-23T14:00:00Z,True
KXHIGHAUS-26AUG21-T108,active,,0.0,0.01,0.0,17367.31,0.99,1.0,0.01,0.01,1544.59,987.59,1544.59,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.0,0.01,2026-08-20T14:00:17.210122Z,2026-08-22T14:00:00Z,True
KXHIGHAUS-26AUG21-T101,active,,0.0,0.01,0.0,87279.58,0.99,1.0,0.01,0.01,10177.45,9740.45,7942.32,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.01,0.02,2026-08-20T14:00:17.210122Z,2026-08-22T14:00:00Z,True
KXHIGHAUS-26AUG21-B107.5,active,,0.0,0.01,0.0,10524.19,0.99,1.0,0.01,0.02,3194.56,2975.47,2619.11,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.01,0.02,2026-08-20T14:00:17.210122Z,2026-08-22T14:00:00Z,True
KXHIGHAUS-26AUG21-B105.5,active,,0.0,0.01,0.0,2071.93,0.99,1.0,0.01,0.26,13629.08,12959.88,6049.68,0.0,2026-08-22T02:01:57.197598+00:00,,,,,0.26,0.29,2026-08-20T14:00:17.210122Z,2026-08-22T14:00:00Z,True
