city,fetched_at_utc,datetime_local,datetime_utc,temp_c,precip_prob_pct
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T00:00,2026-07-04T05:00:00+00:00,21.3,79
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T01:00,2026-07-04T06:00:00+00:00,21.4,80
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T02:00,2026-07-04T07:00:00+00:00,21.0,39
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T03:00,2026-07-04T08:00:00+00:00,20.6,25
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T04:00,2026-07-04T09:00:00+00:00,20.5,7
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T05:00,2026-07-04T10:00:00+00:00,20.7,5
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T06:00,2026-07-04T11:00:00+00:00,20.7,6
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T07:00,2026-07-04T12:00:00+00:00,21.6,8
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T08:00,2026-07-04T13:00:00+00:00,22.6,9
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T09:00,2026-07-04T14:00:00+00:00,23.9,7
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T10:00,2026-07-04T15:00:00+00:00,25.8,3
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T11:00,2026-07-04T16:00:00+00:00,26.0,11
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T12:00,2026-07-04T17:00:00+00:00,26.9,16
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T13:00,2026-07-04T18:00:00+00:00,26.7,12
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T14:00,2026-07-04T19:00:00+00:00,26.7,24
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T15:00,2026-07-04T20:00:00+00:00,25.6,36
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T16:00,2026-07-04T21:00:00+00:00,24.1,55
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T17:00,2026-07-04T22:00:00+00:00,23.0,69
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T18:00,2026-07-04T23:00:00+00:00,22.5,76
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T19:00,2026-07-05T00:00:00+00:00,21.3,60
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T20:00,2026-07-05T01:00:00+00:00,20.9,26
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T21:00,2026-07-05T02:00:00+00:00,20.0,13
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T22:00,2026-07-05T03:00:00+00:00,19.9,10
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-04T23:00,2026-07-05T04:00:00+00:00,19.9,8
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-05T00:00,2026-07-05T05:00:00+00:00,19.5,6
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-05T01:00,2026-07-05T06:00:00+00:00,19.4,6
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-05T02:00,2026-07-05T07:00:00+00:00,19.7,6
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-05T03:00,2026-07-05T08:00:00+00:00,19.2,5
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-05T04:00,2026-07-05T09:00:00+00:00,19.3,5
Chicago,2026-07-05T00:07:28.888053+00:00,2026-07-05T05:00,2026-07-05T10:00:00+00:00,19.3,4
