fetched_at_utc,city,condition_id,question,active,closed,end_date_iso,start_date_iso,volume_usdc,volume_24h_usdc,liquidity_usdc,market_slug,book_ts,yes_best_bid,no_best_bid,yes_best_ask,no_best_ask,yes_ask_depth_usdc,no_ask_depth_usdc,yes_vwap_buy_100,no_vwap_buy_100,outcome_probs_json,clob_token_ids_json
2026-09-10T04:40:53.386364+00:00,Miami,0x3973a730e03e7073259c48946976412dfed461486c30a7715e6a660103ea179e,Will the lowest temperature in Miami be 71°F or below on September 9?,True,False,2026-09-09,2026-09-07,550.537576,281.224576,1289.36834,,1789015337307,,0.999,0.001,,10463.04,0.0,0.074615,,"{""Yes"": 0.0005, ""No"": 0.9995}","[""93837170030428840267747892157730491025154913317308156637206334593026647266904"", ""90447500707259819459270646597525069308418234881019428125940554877138162481991""]"
2026-09-10T04:40:53.386404+00:00,Miami,0xe2f627da4b89cb25b3db38e6e94f34b7e80caf20c8c59834be5a21c6a086a634,Will the lowest temperature in Miami be between 72-73°F on September 9?,True,False,2026-09-09,2026-09-07,455.89883299999997,87.03999999999999,595.48184,,1789014179944,,0.962,0.038,,8287.83,0.0,0.150522,,"{""Yes"": 0.019, ""No"": 0.981}","[""10737672646560215600100158140185328641872279562211584437616319492169850774118"", ""11506151332348371716368597969890843552421735828788565463798148585211004845747""]"
2026-09-10T04:40:53.386425+00:00,Miami,0x361ccbe8a8cd0f74e4d6567c478f2daccdff572274f8a2b5a51c605a01d07fa6,Will the lowest temperature in Miami be between 74-75°F on September 9?,True,False,2026-09-09,2026-09-07,407.596757,209.37715,587.3112,,1789014911473,,0.98,0.02,,1272.27,0.0,0.152603,,"{""Yes"": 0.01, ""No"": 0.99}","[""90081785295898098200381087268608327498156220264353124590155781470739675704803"", ""50202691735604704280054060522098978253821363265488269986850252079945917276826""]"
2026-09-10T04:40:53.386445+00:00,Miami,0xfef09a3c792724d51eb0ed6c10bc55ad288051a39348431db7807a0ce68ed104,Will the lowest temperature in Miami be between 76-77°F on September 9?,True,False,2026-09-09,2026-09-07,1123.145572,141.98503300000002,507.177,,1789014931430,,0.94,0.06,,1294.76,0.0,0.174724,,"{""Yes"": 0.03, ""No"": 0.97}","[""98497355919937989516179895503780221632509830697644293077200199939136090209121"", ""25663450646366747058673588242138630629315440547927236773225041608895280385022""]"
2026-09-10T04:40:53.386464+00:00,Miami,0x5fdc7ab08406b0e3b142311d131e9e9f5d61632545f95008258811a652d8aecd,Will the lowest temperature in Miami be between 78-79°F on September 9?,True,False,2026-09-09,2026-09-07,1163.934249,634.646817,7.43,,1789014534001,,0.31,0.69,,129.57,0.0,0.934309,,"{""Yes"": 0.345, ""No"": 0.655}","[""89879967652982028858513057480275734298003277910383269698037852719484658844123"", ""60404124996415905588003878527314063525464944992302056436910871507825951201297""]"
2026-09-10T04:40:53.386484+00:00,Miami,0x38328e3c039f3337c742dc96fbd352b664cb3814d3e9aaef4eb5aadb5c45c23a,Will the lowest temperature in Miami be between 80-81°F on September 9?,True,False,2026-09-09,2026-09-07,1547.057283,649.2361080000002,391.5009,,1789012854526,0.93,,,0.07,0.0,214.49,,0.204626,"{""Yes"": 0.965, ""No"": 0.035}","[""13715252645727905747765683621890891657975424724577511945212819466007529703675"", ""21584754874869808354184496671976619026730334659708976268270870495472940136733""]"
2026-09-10T04:40:53.386503+00:00,Miami,0x90046ae0057b057425c2a49405827feee0c4b5307d6651faddec8d548bcbb9bd,Will the lowest temperature in Miami be between 82-83°F on September 9?,True,False,2026-09-09,2026-09-07,1223.537949,906.4799999999999,5704.60162,,1789015202001,,0.999,0.001,,8177.47,0.0,0.017311,,"{""Yes"": 0.0005, ""No"": 0.9995}","[""17077575063233907051186690771531167399222110322105562455578283387551478397307"", ""60455924041302702917691650269716671885268909146705110945981108059431715461614""]"
2026-09-10T04:40:53.386523+00:00,Miami,0x07b5e0c6ffad8e893b52e046588ae31d7c1034edf723ba1e81c4570a19d0da52,Will the lowest temperature in Miami be between 84-85°F on September 9?,True,False,2026-09-09,2026-09-07,371.66395,94.97,6840.33768,,1789014961429,,0.999,0.001,,8854.09,0.0,0.014477,,"{""Yes"": 0.0005, ""No"": 0.9995}","[""61914968060017068594542589901958074639120133109649694981850124867647627517167"", ""60035033034626569520896266142457147038977938922992705783726552105087037105349""]"
2026-09-10T04:40:53.386543+00:00,Miami,0x8b272b0f5d42aee0f528f001042455474bc6edc93c98b2434e1f4d4f3a6cb5f3,Will the lowest temperature in Miami be between 86-87°F on September 9?,True,False,2026-09-09,2026-09-07,243.94699999999997,115.53999999999999,6975.60719,,1789014906937,,0.999,0.001,,8322.29,0.0,0.01419,,"{""Yes"": 0.0005, ""No"": 0.9995}","[""15275818061655203223680883292361090505826209993674168300312450754642185897578"", ""42800284933337391967729181575669343153725665474336221385772519106409767471467""]"
2026-09-10T04:40:53.386562+00:00,Miami,0xfa1d43eeb7a4509a4f3c98be5f821b4e899c872f84bf4c07bcfcde0542a0e958,Will the lowest temperature in Miami be between 88-89°F on September 9?,True,False,2026-09-09,2026-09-07,295.20933299999996,0.0,7830.10369,,1789014910138,,0.999,0.001,,8486.06,0.0,0.012748,,"{""Yes"": 0.0005, ""No"": 0.9995}","[""83271730657756262018030865216182320534258524877369518770739949710326554517699"", ""80045237228937129346123263983951348056716445394090331506018509023007863952648""]"
