condition_id,city,question,token_id,outcome,timestamp_utc,price
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,63252080625043895818710352884252613264606282681040818605143103331823529678329,Yes,2026-09-16T00:00:15+00:00,0.0005
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,63252080625043895818710352884252613264606282681040818605143103331823529678329,Yes,2026-09-16T01:00:12+00:00,0.0005
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,63252080625043895818710352884252613264606282681040818605143103331823529678329,Yes,2026-09-16T02:00:13+00:00,0.0005
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,63252080625043895818710352884252613264606282681040818605143103331823529678329,Yes,2026-09-16T03:00:13+00:00,0.0005
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,63252080625043895818710352884252613264606282681040818605143103331823529678329,Yes,2026-09-16T04:00:13+00:00,0.0005
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,63252080625043895818710352884252613264606282681040818605143103331823529678329,Yes,2026-09-16T04:49:13+00:00,0.0005
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,67503045476252984789459364211142424822374458312533783431944081648037260350885,No,2026-09-16T00:00:19+00:00,0.9995
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,67503045476252984789459364211142424822374458312533783431944081648037260350885,No,2026-09-16T01:00:15+00:00,0.9995
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,67503045476252984789459364211142424822374458312533783431944081648037260350885,No,2026-09-16T02:00:16+00:00,0.9995
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,67503045476252984789459364211142424822374458312533783431944081648037260350885,No,2026-09-16T03:00:18+00:00,0.9995
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,67503045476252984789459364211142424822374458312533783431944081648037260350885,No,2026-09-16T04:00:17+00:00,0.9995
0xff6e065c8c65428039870fd5b1db8907ee8840847f232b067150cc5156b47f31,Austin,Will the highest temperature in Austin be 91°F or below on September 15?,67503045476252984789459364211142424822374458312533783431944081648037260350885,No,2026-09-16T04:49:26+00:00,0.9995
